_unit_id,_created_at,_canary,_id,_started_at,_channel,_trust,_worker_id,_country,_region,_city,_ip,age,are_you_interested_in_knowing_the_realtime_waiting_time_before_serviced_in_a_restaurantbankshopping_mall,busdelay,gasprice,gender,gym,infocredit,infopay,library,maxcount,noise,parkspace,restline,resttable,resttime,smartphone,sun,trafficjam
520297520,8/7/2014 01:10:03,false,1346966940,8/7/2014 01:08:13,instagc,0.5707,15619106,USA,NY,Elmhurst,142.255.23.106,45-54 years old,,"Yes, I would like to know the exact delay time in terms of minutes (e.g., 12 min)","Yes, I would like to know whether the price is below average or above average",Female,No,Yes,Yes,"Yes, I would like to know the exact number of available power sockets",50,"Yes, I would like to know whether the noise level is low, medium or high","Yes, I would like to know the exact number of available parking spaces","Yes, I would like to know the exact number of people waiting in the line (e.g., 11 people)","Yes, I would like to know whether the number of available tables is none (0), few (1-3), moderate (3-6) or plenty (>6)","Yes, I would like to know the exact waiting time in terms of minutes (e.g., 8 min)",,East,"Yes, I would like to know whether the status of traffic jam is light, moderate  or heavy"
520297520,8/7/2014 01:13:05,false,1346969995,8/7/2014 01:10:30,prodege,0.5509,25111984,USA,"","",64.134.153.62,55-64 years old,,"Yes, I would like to know the exact delay time in terms of minutes (e.g., 12 min)","Yes, I would like to know the exact price in terms of dollars",Female,"Yes, I would like to know the exact number of unoccupied facilities",Yes,Yes,"Yes, I would like to know whether the number of available power sockets is none (0), few (1-5), moderate (5-10) or plenty (>10)",10,"Yes, I would like to know whether the noise level is low, medium or high","Yes, I would like to know whether the number of available parking spaces is none (0), few (1-5), moderate (5-10) or plenty (>10)","Yes, I would like to know the exact number of people waiting in the line (e.g., 11 people)","Yes, I would like to know the exact number of available tables","Yes, I would like to know the exact waiting time in terms of minutes (e.g., 8 min)",,East,"Yes, I would like to know the exact number of vehicles (e.g., 214) moving slowly along a road"
520297520,8/7/2014 01:13:22,false,1346970341,8/7/2014 01:10:49,clixsense,0.5299,8888883,USA,FL,Orlando,76.26.232.146,25-34 years old,,"Yes, I would like to know the exact delay time in terms of minutes (e.g., 12 min)","Yes, I would like to know whether the price is below average or above average",Female,No,Yes,Yes,No,5,No,No,No,No,No,,East,"Yes, I would like to know whether the status of traffic jam is light, moderate  or heavy"
520297520,8/7/2014 01:14:25,false,1346971410,8/7/2014 01:13:09,prodege,0.6429,18050606,USA,PA,New Hope,75.150.173.97,25-34 years old,,"Yes, I would like to know whether the delay time is none (0 min), short (1-5 min), medium (5-10 min) or long (> 10 min)","Yes, I would like to know whether the price is below average or above average",Female,"Yes, I would like to know whether the number of unoccupied facilities is none (0), few (1-5), moderate (5-10) or plenty (>10)",Yes,Yes,No,10,No,"Yes, I would like to know whether the number of available parking spaces is none (0), few (1-5), moderate (5-10) or plenty (>10)","Yes, I would like to know whether the waiting line is none (0 people), short (1-5 people), medium (5-10 people) or long (>10 people)","Yes, I would like to know whether the number of available tables is none (0), few (1-3), moderate (3-6) or plenty (>6)","Yes, I would like to know whether the waiting time is none (0 min), short (1-5 min), medium (5-10 min) or long (>10 min)",,East,"Yes, I would like to know whether the status of traffic jam is light, moderate  or heavy"
520297520,8/7/2014 01:14:49,false,1346971860,8/7/2014 01:12:20,neodev,0.5593,27633207,USA,"","",162.232.193.184,25-34 years old,,"Yes, I would like to know the exact delay time in terms of minutes (e.g., 12 min)","Yes, I would like to know the exact price in terms of dollars",Male,"Yes, I would like to know whether the number of unoccupied facilities is none (0), few (1-5), moderate (5-10) or plenty (>10)",No,Yes,"Yes, I would like to know whether the number of available power sockets is none (0), few (1-5), moderate (5-10) or plenty (>10)",10,No,"Yes, I would like to know the exact number of available parking spaces","Yes, I would like to know the exact number of people waiting in the line (e.g., 11 people)","Yes, I would like to know whether the number of available tables is none (0), few (1-3), moderate (3-6) or plenty (>6)","Yes, I would like to know the exact waiting time in terms of minutes (e.g., 8 min)",,East,"Yes, I would like to know whether the status of traffic jam is light, moderate  or heavy"
520297520,8/7/2014 01:16:33,false,1346973887,8/7/2014 01:13:20,instagc,0.6076,28513847,USA,VA,Leesburg,173.71.216.141,25-34 years old,,"Yes, I would like to know the exact delay time in terms of minutes (e.g., 12 min)","Yes, I would like to know the exact price in terms of dollars",Female,"Yes, I would like to know whether the number of unoccupied facilities is none (0), few (1-5), moderate (5-10) or plenty (>10)",Yes,Yes,"Yes, I would like to know whether the number of available power sockets is none (0), few (1-5), moderate (5-10) or plenty (>10)",10,"Yes, I would like to know whether the noise level is low, medium or high","Yes, I would like to know the exact number of available parking spaces","Yes, I would like to know the exact number of people waiting in the line (e.g., 11 people)","Yes, I would like to know whether the number of available tables is none (0), few (1-3), moderate (3-6) or plenty (>6)","Yes, I would like to know the exact waiting time in terms of minutes (e.g., 8 min)",,East,"Yes, I would like to know the exact number of vehicles (e.g., 214) moving slowly along a road"
520297520,8/7/2014 01:26:41,false,1346986855,8/7/2014 01:25:14,instagc,0.6176,22489346,USA,IN,Martinsville,99.89.134.67,35-44 years old,,"Yes, I would like to know the exact delay time in terms of minutes (e.g., 12 min)","Yes, I would like to know the exact price in terms of dollars",Female,"Yes, I would like to know whether the number of unoccupied facilities is none (0), few (1-5), moderate (5-10) or plenty (>10)",Yes,Yes,"Yes, I would like to know the exact number of available power sockets",10,"Yes, I would like to know whether the noise level is low, medium or high","Yes, I would like to know the exact number of available parking spaces","Yes, I would like to know the exact number of people waiting in the line (e.g., 11 people)","Yes, I would like to know whether the number of available tables is none (0), few (1-3), moderate (3-6) or plenty (>6)","Yes, I would like to know whether the waiting time is none (0 min), short (1-5 min), medium (5-10 min) or long (>10 min)",,East,"Yes, I would like to know whether the status of traffic jam is light, moderate  or heavy"
520297520,8/7/2014 01:30:07,false,1346991768,8/7/2014 01:29:18,sendearnings,0.6287,11896941,USA,FL,Seminole,97.106.105.251,25-34 years old,,"Yes, I would like to know the exact delay time in terms of minutes (e.g., 12 min)","Yes, I would like to know whether the price is below average or above average",Female,"Yes, I would like to know whether the number of unoccupied facilities is none (0), few (1-5), moderate (5-10) or plenty (>10)",Yes,Yes,"Yes, I would like to know the exact number of available power sockets",10,"Yes, I would like to know the exact noise level in dB (e.g., 42 dB)","Yes, I would like to know the exact number of available parking spaces","Yes, I would like to know whether the waiting line is none (0 people), short (1-5 people), medium (5-10 people) or long (>10 people)","Yes, I would like to know whether the number of available tables is none (0), few (1-3), moderate (3-6) or plenty (>6)","Yes, I would like to know whether the waiting time is none (0 min), short (1-5 min), medium (5-10 min) or long (>10 min)",,East,"Yes, I would like to know whether the status of traffic jam is light, moderate  or heavy"
520297520,8/7/2014 01:30:20,false,1346992068,8/7/2014 01:28:12,clixsense,0.652,6329929,USA,NY,Glens Falls,72.231.160.93,55-64 years old,,"Yes, I would like to know whether the delay time is none (0 min), short (1-5 min), medium (5-10 min) or long (> 10 min)","Yes, I would like to know whether the price is below average or above average",Female,"Yes, I would like to know whether the number of unoccupied facilities is none (0), few (1-5), moderate (5-10) or plenty (>10)",Yes,Yes,"Yes, I would like to know whether the number of available power sockets is none (0), few (1-5), moderate (5-10) or plenty (>10)",10,"Yes, I would like to know whether the noise level is low, medium or high","Yes, I would like to know whether the number of available parking spaces is none (0), few (1-5), moderate (5-10) or plenty (>10)","Yes, I would like to know whether the waiting line is none (0 people), short (1-5 people), medium (5-10 people) or long (>10 people)","Yes, I would like to know whether the number of available tables is none (0), few (1-3), moderate (3-6) or plenty (>6)","Yes, I would like to know whether the waiting time is none (0 min), short (1-5 min), medium (5-10 min) or long (>10 min)",,East,"Yes, I would like to know whether the status of traffic jam is light, moderate  or heavy"
520297520,8/7/2014 01:32:18,false,1346994737,8/7/2014 01:29:27,neodev,0.5789,12153090,USA,IL,Lake Zurich,68.60.238.241,55-64 years old,,"Yes, I would like to know whether the delay time is none (0 min), short (1-5 min), medium (5-10 min) or long (> 10 min)","Yes, I would like to know whether the price is below average or above average",Male,"Yes, I would like to know whether the number of unoccupied facilities is none (0), few (1-5), moderate (5-10) or plenty (>10)",Yes,Yes,"Yes, I would like to know whether the number of available power sockets is none (0), few (1-5), moderate (5-10) or plenty (>10)",10,"Yes, I would like to know whether the noise level is low, medium or high","Yes, I would like to know whether the number of available parking spaces is none (0), few (1-5), moderate (5-10) or plenty (>10)","Yes, I would like to know whether the waiting line is none (0 people), short (1-5 people), medium (5-10 people) or long (>10 people)","Yes, I would like to know whether the number of available tables is none (0), few (1-3), moderate (3-6) or plenty (>6)","Yes, I would like to know whether the waiting time is none (0 min), short (1-5 min), medium (5-10 min) or long (>10 min)",,East,No
520297520,8/7/2014 01:32:33,false,1346995193,8/7/2014 01:30:17,clixsense,0.5079,19294877,USA,MA,Boston,96.233.18.237,45-54 years old,,"Yes, I would like to know the exact delay time in terms of minutes (e.g., 12 min)","Yes, I would like to know the exact price in terms of dollars",Male,"Yes, I would like to know whether the number of unoccupied facilities is none (0), few (1-5), moderate (5-10) or plenty (>10)",Yes,Yes,"Yes, I would like to know the exact number of available power sockets",30,"Yes, I would like to know the exact noise level in dB (e.g., 42 dB)","Yes, I would like to know the exact number of available parking spaces","Yes, I would like to know whether the waiting line is none (0 people), short (1-5 people), medium (5-10 people) or long (>10 people)","Yes, I would like to know the exact number of available tables","Yes, I would like to know whether the waiting time is none (0 min), short (1-5 min), medium (5-10 min) or long (>10 min)",,East,"Yes, I would like to know the exact number of vehicles (e.g., 214) moving slowly along a road"
520297520,8/7/2014 01:33:00,false,1346995769,8/7/2014 01:32:31,coinworker,0.5505,28394550,USA,PA,Marcus Hook,71.175.96.184,25-34 years old,,"Yes, I would like to know the exact delay time in terms of minutes (e.g., 12 min)",No,Male,"Yes, I would like to know whether the number of unoccupied facilities is none (0), few (1-5), moderate (5-10) or plenty (>10)",Yes,No,"Yes, I would like to know whether the number of available power sockets is none (0), few (1-5), moderate (5-10) or plenty (>10)",10,"Yes, I would like to know whether the noise level is low, medium or high","Yes, I would like to know whether the number of available parking spaces is none (0), few (1-5), moderate (5-10) or plenty (>10)","Yes, I would like to know the exact number of people waiting in the line (e.g., 11 people)","Yes, I would like to know the exact number of available tables","Yes, I would like to know the exact waiting time in terms of minutes (e.g., 8 min)",,East,"Yes, I would like to know whether the status of traffic jam is light, moderate  or heavy"
520297520,8/7/2014 01:33:35,false,1346996686,8/7/2014 01:32:23,points4rewards,0.5097,20306700,USA,WA,Bothell,50.46.244.34,25-34 years old,,No,"Yes, I would like to know whether the price is below average or above average",Male,"Yes, I would like to know the exact number of unoccupied facilities",Yes,Yes,"Yes, I would like to know the exact number of available power sockets",20,No,No,"Yes, I would like to know whether the waiting line is none (0 people), short (1-5 people), medium (5-10 people) or long (>10 people)","Yes, I would like to know the exact number of available tables","Yes, I would like to know whether the waiting time is none (0 min), short (1-5 min), medium (5-10 min) or long (>10 min)",,East,"Yes, I would like to know whether the status of traffic jam is light, moderate  or heavy"
520297520,8/7/2014 01:35:20,false,1346999330,8/7/2014 01:32:36,neodev,0.4792,28081782,USA,TX,Lubbock,216.167.165.130,18-24 years old,,"Yes, I would like to know whether the delay time is none (0 min), short (1-5 min), medium (5-10 min) or long (> 10 min)","Yes, I would like to know the exact price in terms of dollars",Male,"Yes, I would like to know the exact number of unoccupied facilities",No,Yes,"Yes, I would like to know whether the number of available power sockets is none (0), few (1-5), moderate (5-10) or plenty (>10)",30,No,"Yes, I would like to know whether the number of available parking spaces is none (0), few (1-5), moderate (5-10) or plenty (>10)","Yes, I would like to know whether the waiting line is none (0 people), short (1-5 people), medium (5-10 people) or long (>10 people)","Yes, I would like to know whether the number of available tables is none (0), few (1-3), moderate (3-6) or plenty (>6)","Yes, I would like to know whether the waiting time is none (0 min), short (1-5 min), medium (5-10 min) or long (>10 min)",,South,"Yes, I would like to know whether the status of traffic jam is light, moderate  or heavy"
520297520,8/7/2014 01:38:04,false,1347003298,8/7/2014 01:33:19,candy_ph,0.6378,27734596,USA,AZ,Tempe,66.85.148.52,18-24 years old,,"Yes, I would like to know whether the delay time is none (0 min), short (1-5 min), medium (5-10 min) or long (> 10 min)","Yes, I would like to know whether the price is below average or above average",Male,"Yes, I would like to know whether the number of unoccupied facilities is none (0), few (1-5), moderate (5-10) or plenty (>10)",Yes,Yes,"Yes, I would like to know whether the number of available power sockets is none (0), few (1-5), moderate (5-10) or plenty (>10)",10,"Yes, I would like to know whether the noise level is low, medium or high","Yes, I would like to know whether the number of available parking spaces is none (0), few (1-5), moderate (5-10) or plenty (>10)","Yes, I would like to know whether the waiting line is none (0 people), short (1-5 people), medium (5-10 people) or long (>10 people)","Yes, I would like to know whether the number of available tables is none (0), few (1-3), moderate (3-6) or plenty (>6)","Yes, I would like to know whether the waiting time is none (0 min), short (1-5 min), medium (5-10 min) or long (>10 min)",,East,"Yes, I would like to know whether the status of traffic jam is light, moderate  or heavy"
520297520,8/7/2014 01:43:31,false,1347011940,8/7/2014 01:38:54,prodege,0.5577,1866940,USA,FL,Seminole,75.115.209.80,25-34 years old,,No,"Yes, I would like to know the exact price in terms of dollars",Female,No,Yes,Yes,"Yes, I would like to know whether the number of available power sockets is none (0), few (1-5), moderate (5-10) or plenty (>10)",20,"Yes, I would like to know whether the noise level is low, medium or high",No,No,"Yes, I would like to know whether the number of available tables is none (0), few (1-3), moderate (3-6) or plenty (>6)","Yes, I would like to know whether the waiting time is none (0 min), short (1-5 min), medium (5-10 min) or long (>10 min)",,East,"Yes, I would like to know whether the status of traffic jam is light, moderate  or heavy"
520297520,8/7/2014 01:46:59,false,1347017603,8/7/2014 01:41:57,neodev,0.5679,27921968,USA,NY,Rochester,66.192.33.78,25-34 years old,,"Yes, I would like to know the exact delay time in terms of minutes (e.g., 12 min)","Yes, I would like to know the exact price in terms of dollars",Male,"Yes, I would like to know whether the number of unoccupied facilities is none (0), few (1-5), moderate (5-10) or plenty (>10)",No,No,"Yes, I would like to know whether the number of available power sockets is none (0), few (1-5), moderate (5-10) or plenty (>10)",30,"Yes, I would like to know whether the noise level is low, medium or high","Yes, I would like to know whether the number of available parking spaces is none (0), few (1-5), moderate (5-10) or plenty (>10)","Yes, I would like to know whether the waiting line is none (0 people), short (1-5 people), medium (5-10 people) or long (>10 people)","Yes, I would like to know whether the number of available tables is none (0), few (1-3), moderate (3-6) or plenty (>6)","Yes, I would like to know whether the waiting time is none (0 min), short (1-5 min), medium (5-10 min) or long (>10 min)",,East,"Yes, I would like to know whether the status of traffic jam is light, moderate  or heavy"
520297520,8/7/2014 01:49:28,false,1347021888,8/7/2014 01:47:11,clixsense,0.6012,16511291,USA,IL,Algonquin,67.184.230.91,35-44 years old,,"Yes, I would like to know the exact delay time in terms of minutes (e.g., 12 min)","Yes, I would like to know the exact price in terms of dollars",Female,"Yes, I would like to know whether the number of unoccupied facilities is none (0), few (1-5), moderate (5-10) or plenty (>10)",Yes,Yes,"Yes, I would like to know whether the number of available power sockets is none (0), few (1-5), moderate (5-10) or plenty (>10)",20,"Yes, I would like to know the exact noise level in dB (e.g., 42 dB)","Yes, I would like to know whether the number of available parking spaces is none (0), few (1-5), moderate (5-10) or plenty (>10)","Yes, I would like to know whether the waiting line is none (0 people), short (1-5 people), medium (5-10 people) or long (>10 people)","Yes, I would like to know whether the number of available tables is none (0), few (1-3), moderate (3-6) or plenty (>6)","Yes, I would like to know the exact waiting time in terms of minutes (e.g., 8 min)",,East,"Yes, I would like to know whether the status of traffic jam is light, moderate  or heavy"
520297520,8/7/2014 01:49:47,false,1347022398,8/7/2014 01:48:29,clixsense,0.3659,6366833,USA,TN,Strawberry Plains,68.52.94.183,35-44 years old,,No,No,Female,No,No,No,No,5,No,No,No,No,No,,East,"Yes, I would like to know whether the status of traffic jam is light, moderate  or heavy"
520297520,8/7/2014 01:51:36,false,1347025567,8/7/2014 01:50:15,listia,0.5352,27457710,USA,TX,Dallas,76.186.113.12,45-54 years old,,"Yes, I would like to know the exact delay time in terms of minutes (e.g., 12 min)","Yes, I would like to know the exact price in terms of dollars",Female,"Yes, I would like to know the exact number of unoccupied facilities",Yes,Yes,"Yes, I would like to know the exact number of available power sockets",10,"Yes, I would like to know whether the noise level is low, medium or high","Yes, I would like to know the exact number of available parking spaces","Yes, I would like to know whether the waiting line is none (0 people), short (1-5 people), medium (5-10 people) or long (>10 people)","Yes, I would like to know the exact number of available tables","Yes, I would like to know whether the waiting time is none (0 min), short (1-5 min), medium (5-10 min) or long (>10 min)",,East,"Yes, I would like to know the exact number of vehicles (e.g., 214) moving slowly along a road"
520297520,8/7/2014 01:51:42,false,1347025712,8/7/2014 01:50:58,superrewards,0.45,25748885,USA,PA,Tamaqua,108.8.101.112,25-34 years old,,"Yes, I would like to know the exact delay time in terms of minutes (e.g., 12 min)","Yes, I would like to know the exact price in terms of dollars",Male,No,No,Yes,"Yes, I would like to know the exact number of available power sockets",20,No,"Yes, I would like to know the exact number of available parking spaces","Yes, I would like to know the exact number of people waiting in the line (e.g., 11 people)","Yes, I would like to know the exact number of available tables","Yes, I would like to know the exact waiting time in terms of minutes (e.g., 8 min)",,East,"Yes, I would like to know the exact number of vehicles (e.g., 214) moving slowly along a road"
520297520,8/7/2014 01:51:59,false,1347026168,8/7/2014 01:48:25,fusioncash,0.5243,17395678,USA,OK,Oklahoma City,67.66.95.109,25-34 years old,,"Yes, I would like to know the exact delay time in terms of minutes (e.g., 12 min)","Yes, I would like to know the exact price in terms of dollars",Female,"Yes, I would like to know the exact number of unoccupied facilities",Yes,Yes,"Yes, I would like to know the exact number of available power sockets",5,"Yes, I would like to know the exact noise level in dB (e.g., 42 dB)","Yes, I would like to know the exact number of available parking spaces","Yes, I would like to know whether the waiting line is none (0 people), short (1-5 people), medium (5-10 people) or long (>10 people)","Yes, I would like to know the exact number of available tables","Yes, I would like to know whether the waiting time is none (0 min), short (1-5 min), medium (5-10 min) or long (>10 min)",,East,"Yes, I would like to know the exact number of vehicles (e.g., 214) moving slowly along a road"
520297520,8/7/2014 01:52:07,false,1347026400,8/7/2014 01:50:28,clixsense,0.4007,6520576,USA,OH,West Chester,174.101.207.12,35-44 years old,,No,"Yes, I would like to know whether the price is below average or above average",Female,No,No,No,No,50,No,No,No,"Yes, I would like to know whether the number of available tables is none (0), few (1-3), moderate (3-6) or plenty (>6)","Yes, I would like to know the exact waiting time in terms of minutes (e.g., 8 min)",,East,"Yes, I would like to know the exact number of vehicles (e.g., 214) moving slowly along a road"
520297520,8/7/2014 01:56:16,false,1347033850,8/7/2014 01:55:00,bitcoinget,0.5245,27783080,USA,"","",32.218.29.207,35-44 years old,,"Yes, I would like to know the exact delay time in terms of minutes (e.g., 12 min)","Yes, I would like to know the exact price in terms of dollars",Male,"Yes, I would like to know the exact number of unoccupied facilities",Yes,Yes,"Yes, I would like to know the exact number of available power sockets",30,"Yes, I would like to know whether the noise level is low, medium or high","Yes, I would like to know the exact number of available parking spaces","Yes, I would like to know the exact number of people waiting in the line (e.g., 11 people)","Yes, I would like to know the exact number of available tables","Yes, I would like to know the exact waiting time in terms of minutes (e.g., 8 min)",,East,"Yes, I would like to know whether the status of traffic jam is light, moderate  or heavy"
