_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,category,category_gold,id,image_url
685961430,3/8/2015 4:10,FALSE,1583405467,,3/8/2015 4:10,FALSE,clixsense,1,7270684,USA,NY,Jackson Heights,69.206.230.73,category1,,rest04,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_04.jpg
685961430,3/8/2015 4:14,FALSE,1583406789,,3/8/2015 4:14,FALSE,neodev,1,14561763,USA,CA,Laguna Niguel,68.231.222.171,category1,,rest04,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_04.jpg
685961430,3/8/2015 4:16,FALSE,1583407344,,3/8/2015 4:14,FALSE,instagc,1,30326470,USA,CA,Santee,99.44.37.73,category1,,rest04,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_04.jpg
685961430,3/8/2015 4:17,FALSE,1583407614,,3/8/2015 4:16,FALSE,clixsense,0.875,30544555,USA,TX,Longview,208.180.9.42,category1,,rest04,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_04.jpg
685961430,3/8/2015 5:25,FALSE,1583428014,,3/8/2015 5:24,FALSE,bitcoinget,0.8333,21743413,USA,WA,Lynnwood,67.183.5.219,category1,,rest04,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_04.jpg
685961430,3/8/2015 5:31,FALSE,1583429590,,3/8/2015 5:30,FALSE,clixsense,0.6667,30475246,USA,,,149.255.32.234,category1,,rest04,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_04.jpg
685961430,3/8/2015 5:36,FALSE,1583430798,,3/8/2015 5:35,FALSE,bitcoinget,1,31916489,USA,VA,Lynchburg,76.104.12.135,category1,,rest04,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_04.jpg
685961430,3/8/2015 5:44,FALSE,1583433257,,3/8/2015 5:44,FALSE,neodev,1,31079027,USA,CA,San Jose,50.118.172.117,category1,,rest04,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_04.jpg
685961430,3/8/2015 5:59,FALSE,1583436417,,3/8/2015 5:59,FALSE,neodev,1,31712707,USA,IL,Arlington Heights,69.65.47.125,category1,,rest04,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_04.jpg
685961430,3/8/2015 6:12,FALSE,1583441093,,3/8/2015 6:11,FALSE,instagc,1,23962923,USA,CA,Van Nuys,172.248.184.29,category1,,rest04,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_04.jpg
685961430,3/8/2015 6:16,FALSE,1583442281,,3/8/2015 6:16,FALSE,cashcrate,1,28011790,USA,WV,Saint Albans,50.106.183.243,category1,,rest04,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_04.jpg
685961430,3/8/2015 6:47,FALSE,1583449516,,3/8/2015 6:46,FALSE,neodev,0.9,31410417,USA,DE,Wilmington,199.115.115.213,category1,,rest04,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_04.jpg
685961430,3/8/2015 6:51,FALSE,1583450514,,3/8/2015 6:51,FALSE,clixsense,0.8333,9289735,USA,IL,Chicago,69.210.248.71,category1,,rest04,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_04.jpg
685961430,3/8/2015 7:41,FALSE,1583463178,,3/8/2015 7:40,FALSE,neodev,0.8571,31608218,USA,NY,Bronx,24.189.148.185,category1,,rest04,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_04.jpg
685961430,3/8/2015 9:06,FALSE,1583480255,,3/8/2015 9:05,FALSE,sendearnings,1,2037537,USA,,,104.172.249.138,category1,,rest04,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_04.jpg
685961430,3/8/2015 9:25,FALSE,1583483783,,3/8/2015 9:24,FALSE,cashcrate,1,30457371,USA,NY,Watertown,66.67.91.242,category1,,rest04,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_04.jpg
685961430,3/8/2015 10:39,FALSE,1583498805,,3/8/2015 10:39,FALSE,clixsense,0.8333,6338666,USA,MN,Lakeville,68.117.51.33,category1,,rest04,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_04.jpg
685961430,3/8/2015 11:42,FALSE,1583508444,,3/8/2015 11:42,FALSE,prodege,1,6309240,USA,CA,San Diego,50.113.93.215,category1,,rest04,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_04.jpg
685961431,3/8/2015 5:30,FALSE,1583429380,,3/8/2015 5:29,FALSE,bitcoinget,0.8333,21743413,USA,WA,Lynnwood,67.183.5.219,category4,,rest05,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_05.jpg
685961431,3/8/2015 5:39,FALSE,1583432021,,3/8/2015 5:39,FALSE,bitcoinget,1,31916489,USA,VA,Lynchburg,76.104.12.135,category1,,rest05,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_05.jpg
685961431,3/8/2015 5:42,FALSE,1583432939,,3/8/2015 5:41,FALSE,clixsense,0.6667,30475246,USA,,,149.255.32.234,category1,,rest05,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_05.jpg
685961431,3/8/2015 6:20,FALSE,1583442956,,3/8/2015 6:19,FALSE,instagc,1,23962923,USA,CA,Van Nuys,172.248.184.29,category1,,rest05,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_05.jpg
685961431,3/8/2015 6:21,FALSE,1583443152,,3/8/2015 6:20,FALSE,cashcrate,1,28011790,USA,WV,Saint Albans,50.106.183.243,category4,,rest05,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_05.jpg
685961431,3/8/2015 7:02,FALSE,1583453597,,3/8/2015 7:00,FALSE,clixsense,0.8333,9289735,USA,IL,Chicago,69.210.248.71,category1,,rest05,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_05.jpg
685961431,3/8/2015 9:17,FALSE,1583482451,,3/8/2015 9:17,FALSE,sendearnings,1,2037537,USA,,,104.172.249.138,category1,,rest05,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_05.jpg
685961431,3/8/2015 9:28,FALSE,1583484325,,3/8/2015 9:28,FALSE,cashcrate,1,30457371,USA,NY,Watertown,66.67.91.242,category1,,rest05,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_05.jpg
685961431,3/8/2015 10:46,FALSE,1583499875,,3/8/2015 10:46,FALSE,clixsense,0.8333,6338666,USA,MN,Lakeville,68.117.51.33,category2,,rest05,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_05.jpg
685961431,3/8/2015 11:45,FALSE,1583508979,,3/8/2015 11:45,FALSE,prodege,1,6309240,USA,CA,San Diego,50.113.93.215,category1,,rest05,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_05.jpg
685961431,3/8/2015 12:16,FALSE,1583513081,,3/8/2015 12:15,FALSE,neodev,0.8571,31608218,USA,TX,San Antonio,66.135.45.84,category1,,rest05,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_05.jpg
685961431,3/8/2015 12:17,FALSE,1583513098,,3/8/2015 12:16,FALSE,clixsense,0.8333,10319610,USA,OH,Berea,75.118.61.247,category1,,rest05,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_05.jpg
685961431,3/8/2015 13:14,FALSE,1583525104,,3/8/2015 13:12,FALSE,clixsense,0.875,30544555,USA,TX,Plano,70.196.2.235,category1,,rest05,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_05.jpg
685961431,3/8/2015 13:42,FALSE,1583534609,,3/8/2015 13:41,FALSE,neodev,1,31463401,USA,CA,Laguna Niguel,216.177.129.99,category1,,rest05,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_05.jpg
685961431,3/8/2015 14:59,FALSE,1583552367,,3/8/2015 14:57,FALSE,elite,1,30609759,USA,,,155.94.188.178,category1,,rest05,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_05.jpg
685961432,3/7/2015 23:35,FALSE,1583297152,,3/7/2015 23:35,FALSE,neodev,1,25638993,USA,FL,Miami,108.76.254.42,category3,,rest06,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_06.jpg
685961432,3/7/2015 23:37,FALSE,1583297634,,3/7/2015 23:37,FALSE,bitcoinget,0.8333,31256687,USA,NY,Brooklyn,47.20.249.233,category1,,rest06,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_06.jpg
685961432,3/7/2015 23:49,FALSE,1583301708,,3/7/2015 23:49,FALSE,instagc,1,13581319,USA,IL,Mount Vernon,66.232.166.86,category2,,rest06,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_06.jpg
685961432,3/8/2015 0:09,FALSE,1583310644,,3/8/2015 0:08,FALSE,neodev,1,31079027,USA,CA,Torrance,66.171.229.85,category1,,rest06,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_06.jpg
685961432,3/8/2015 0:10,FALSE,1583311102,,3/8/2015 0:09,FALSE,neodev,0.75,31846894,USA,,,104.131.92.125,category1,,rest06,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_06.jpg
685961432,3/8/2015 0:24,FALSE,1583320271,,3/8/2015 0:23,FALSE,clixsense,1,21603473,USA,MI,Flint,68.62.11.235,category1,,rest06,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_06.jpg
685961432,3/8/2015 0:31,FALSE,1583327225,,3/8/2015 0:31,FALSE,bitcoinget,0.8333,30501901,USA,,,104.186.41.71,category1,,rest06,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_06.jpg
685961432,3/8/2015 1:11,FALSE,1583343291,,3/8/2015 1:10,FALSE,instagc,1,21507445,USA,VA,Richmond,76.27.162.106,category1,,rest06,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_06.jpg
685961432,3/8/2015 1:13,FALSE,1583344366,,3/8/2015 1:13,FALSE,neodev,0.9,31410417,USA,VA,Manassas,207.244.77.1,category4,,rest06,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_06.jpg
685961432,3/8/2015 1:17,FALSE,1583345552,,3/8/2015 1:16,FALSE,instagc,1,27914150,USA,TX,Dallas,72.190.59.224,category1,,rest06,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_06.jpg
685961432,3/8/2015 1:35,FALSE,1583352044,,3/8/2015 1:34,FALSE,clixsense,1,20512953,USA,CA,Fairfield,76.232.182.5,category1,,rest06,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_06.jpg
685961432,3/8/2015 2:25,FALSE,1583368474,,3/8/2015 2:25,FALSE,neodev,0.6667,31659226,USA,NY,Rochester,192.254.77.56,category1,,rest06,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_06.jpg
685961432,3/8/2015 2:32,FALSE,1583370688,,3/8/2015 2:32,FALSE,prodege,1,2287770,USA,OH,Dayton,71.72.157.192,category1,,rest06,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_06.jpg
685961432,3/8/2015 3:12,FALSE,1583384421,,3/8/2015 3:12,FALSE,cashcrate,0.8333,17837773,USA,TX,Lindale,74.192.80.41,category1,,rest06,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_06.jpg
685961432,3/8/2015 3:12,FALSE,1583384506,,3/8/2015 3:12,FALSE,clixsense,1,29339019,USA,TN,Knoxville,24.96.84.188,category3,,rest06,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_06.jpg
685961432,3/8/2015 3:21,FALSE,1583387509,,3/8/2015 3:20,FALSE,clixsense,1,11106820,USA,MA,Taunton,108.49.130.73,category5,,rest06,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_06.jpg
685961432,3/8/2015 3:42,FALSE,1583394475,,3/8/2015 3:41,FALSE,cotter,0.8333,30606402,USA,NJ,Wildwood,50.166.45.232,category1,,rest06,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_06.jpg
685961432,3/8/2015 3:53,FALSE,1583398306,,3/8/2015 3:52,FALSE,cotter,1,573245,USA,NY,New York,96.224.1.13,category4,,rest06,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_06.jpg
685961432,3/8/2015 3:59,FALSE,1583400422,,3/8/2015 3:58,FALSE,instagc,1,30398579,USA,MA,Winchendon,73.38.174.116,category1,,rest06,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_06.jpg
685961432,3/8/2015 4:09,FALSE,1583405016,,3/8/2015 4:08,FALSE,clixsense,1,7270684,USA,NY,Jackson Heights,69.206.230.73,category1,,rest06,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_06.jpg
685961433,3/7/2015 23:37,FALSE,1583297526,,3/7/2015 23:36,FALSE,neodev,1,25638993,USA,FL,Miami,108.76.254.42,category4,,rest07,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_07.jpg
685961433,3/7/2015 23:38,FALSE,1583297895,,3/7/2015 23:38,FALSE,bitcoinget,0.8333,31256687,USA,NY,Brooklyn,47.20.249.233,category4,,rest07,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_07.jpg
685961433,3/7/2015 23:51,FALSE,1583302565,,3/7/2015 23:51,FALSE,instagc,1,13581319,USA,IL,Mount Vernon,66.232.166.86,category2,,rest07,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_07.jpg
685961433,3/8/2015 0:10,FALSE,1583311237,,3/8/2015 0:10,FALSE,neodev,1,31079027,USA,CA,Torrance,66.171.229.85,category2,,rest07,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_07.jpg
685961433,3/8/2015 0:16,FALSE,1583314404,,3/8/2015 0:16,FALSE,neodev,0.75,31846894,USA,,,104.131.92.125,category1,,rest07,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_07.jpg
685961433,3/8/2015 0:27,FALSE,1583323214,,3/8/2015 0:27,FALSE,clixsense,1,21603473,USA,MI,Flint,68.62.11.235,category2,,rest07,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_07.jpg
685961433,3/8/2015 0:32,FALSE,1583328185,,3/8/2015 0:32,FALSE,bitcoinget,0.8333,30501901,USA,,,104.186.41.71,category4,,rest07,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_07.jpg
685961433,3/8/2015 1:13,FALSE,1583344337,,3/8/2015 1:13,FALSE,instagc,1,21507445,USA,VA,Richmond,76.27.162.106,category4,,rest07,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_07.jpg
685961433,3/8/2015 1:14,FALSE,1583344819,,3/8/2015 1:14,FALSE,neodev,0.9,31410417,USA,VA,Manassas,207.244.77.1,category4,,rest07,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_07.jpg
685961433,3/8/2015 1:18,FALSE,1583346016,,3/8/2015 1:18,FALSE,instagc,1,27914150,USA,TX,Dallas,72.190.59.224,category4,,rest07,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_07.jpg
685961433,3/8/2015 1:37,FALSE,1583352696,,3/8/2015 1:37,FALSE,clixsense,1,20512953,USA,CA,Fairfield,76.232.182.5,category4,,rest07,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_07.jpg
685961433,3/8/2015 2:28,FALSE,1583369258,,3/8/2015 2:28,FALSE,neodev,0.6667,31659226,USA,NY,Rochester,192.254.77.56,category1,,rest07,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_07.jpg
685961433,3/8/2015 2:33,FALSE,1583370982,,3/8/2015 2:33,FALSE,prodege,1,2287770,USA,OH,Dayton,71.72.157.192,category4,,rest07,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_07.jpg
685961433,3/8/2015 3:13,FALSE,1583384757,,3/8/2015 3:13,FALSE,cashcrate,0.8333,17837773,USA,TX,Lindale,74.192.80.41,category4,,rest07,https://dl.dropboxusercontent.com/u/82816032/test_rest_mul/img_07.jpg
