_unit_id,_created_at,_id,_started_at,_channel,_trust,_worker_id,_country,_region,_city,_ip,in_what_percentage_the_facilities_of_interest_tables_in_a_restaurant_seats_in_a_lecture_hall_or_gym_equipment_in_a_weighing_room_are_availableunoccupied,the_difficulty_of_this_task_is,id,image_url
552971034,9/18/2014 02:04:04,1398255090,9/18/2014 02:03:18,clixsense,0.3492,13959386,USA,CA,Sylmar,98.154.225.168,95,Easy,percent02,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (2).jpg
552971034,9/18/2014 02:32:27,1398276171,9/18/2014 02:31:44,neodev,0.5023,25638993,USA,FL,Miami,108.76.254.42,20,Easy,percent02,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (2).jpg
552971034,9/18/2014 03:24:16,1398330320,9/18/2014 03:23:27,points4rewards,0.512,28703583,USA,"","",97.73.90.70,10,Normal,percent02,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (2).jpg
552971034,9/18/2014 03:56:10,1398347628,9/18/2014 03:34:03,neodev,0.3417,12153090,USA,IL,Lake Zurich,68.60.238.241,20,Hard,percent02,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (2).jpg
552971034,9/18/2014 04:54:27,1398377919,9/18/2014 04:54:12,neodev,0.5239,11563866,USA,IL,Vernon Hills,24.13.205.245,70,Normal,percent02,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (2).jpg
552971034,9/18/2014 10:32:52,1398500660,9/18/2014 10:31:58,fusioncash,0.4603,22134305,USA,PA,York,174.49.215.36,5,Hard,percent02,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (2).jpg
552971034,9/18/2014 11:33:23,1398523117,9/18/2014 11:32:21,instagc,0.457,26094127,USA,OH,Northfield,75.117.10.247,10,Normal,percent02,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (2).jpg
552971034,9/18/2014 11:42:54,1398526462,9/18/2014 11:42:22,meprizescf,0.5619,28483210,USA,"","",75.143.134.247,15,Normal,percent02,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (2).jpg
552971034,9/18/2014 12:20:06,1398537855,9/18/2014 12:19:16,meprizescf,0.5213,20411346,USA,TX,Sugar Land,71.30.184.46,20,Easy,percent02,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (2).jpg
552971034,9/18/2014 12:31:50,1398541466,9/18/2014 12:30:32,clixsense,0.4941,29490692,USA,NY,Holley,66.66.87.109,5,Normal,percent02,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (2).jpg
552971034,9/18/2014 15:22:45,1398602235,9/18/2014 15:21:43,instagc,0.5464,18181596,USA,NC,Raeford,75.190.254.250,40,Normal,percent02,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (2).jpg
552971034,9/18/2014 15:27:04,1398604630,9/18/2014 15:25:42,clixsense,0.2456,10032240,USA,FL,Naples,76.101.211.223,10,Hard,percent02,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (2).jpg
552971034,9/18/2014 15:27:23,1398604844,9/18/2014 15:26:37,prodege,0.5601,12274848,USA,CA,Riverside,108.93.77.239,10,Normal,percent02,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (2).jpg
552971034,9/18/2014 15:42:25,1398612947,9/18/2014 15:41:18,clixsense,0.3086,6367785,USA,FL,Tarpon Springs,108.9.126.166,0,Easy,percent02,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (2).jpg
552971034,9/18/2014 15:54:55,1398618951,9/18/2014 15:52:52,instagc,0.4284,18386513,USA,TN,Oak Ridge,98.70.117.122,5,Hard,percent02,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (2).jpg
552971034,9/18/2014 17:49:25,1398692793,9/18/2014 17:48:09,meprizescf,0.4802,19539728,USA,"","",71.240.215.32,40,Normal,percent02,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (2).jpg
552971034,9/18/2014 17:55:21,1398702217,9/18/2014 17:54:31,clixsense,0.398,6334920,USA,NY,Syracuse,108.183.202.106,0,Hard,percent02,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (2).jpg
552971035,9/18/2014 00:40:31,1398178391,9/18/2014 00:39:37,bitcoinget,0.7227,27316326,USA,CA,San Francisco,47.20.249.233,25,Easy,percent03,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (3).jpg
552971035,9/18/2014 01:03:58,1398201974,9/18/2014 01:00:26,instagc,0.4441,22501383,USA,MO,Lone Jack,71.1.125.187,85,Easy,percent03,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (3).jpg
552971035,9/18/2014 01:08:06,1398205677,9/18/2014 01:07:22,instagc,0.4711,25607301,USA,PA,Kittanning,98.17.21.104,60,Hard,percent03,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (3).jpg
552971035,9/18/2014 02:09:55,1398259503,9/18/2014 02:08:14,elite,0.5449,29013549,USA,CA,San Francisco,45.64.225.80,34,Normal,percent03,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (3).jpg
552971035,9/18/2014 02:30:02,1398273951,9/18/2014 02:29:23,neodev,0.5023,25638993,USA,FL,Miami,108.76.254.42,50,Easy,percent03,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (3).jpg
552971035,9/18/2014 03:27:17,1398331977,9/18/2014 03:22:09,neodev,0.3417,12153090,USA,IL,Lake Zurich,68.60.238.241,65,Normal,percent03,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (3).jpg
552971035,9/18/2014 03:28:24,1398332540,9/18/2014 03:26:25,points4rewards,0.512,28703583,USA,"","",97.73.90.70,80,Normal,percent03,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (3).jpg
552971035,9/18/2014 04:45:07,1398373441,9/18/2014 04:44:52,neodev,0.5239,11563866,USA,IL,Vernon Hills,24.13.205.245,40,Normal,percent03,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (3).jpg
552971035,9/18/2014 10:39:39,1398502656,9/18/2014 10:34:54,fusioncash,0.4603,22134305,USA,PA,York,174.49.215.36,90,Normal,percent03,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (3).jpg
552971035,9/18/2014 11:24:43,1398518686,9/18/2014 11:24:07,meprizescf,0.5619,28483210,USA,"","",75.143.134.247,65,Normal,percent03,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (3).jpg
552971035,9/18/2014 12:54:02,1398549561,9/18/2014 12:51:42,meprizescf,0.5213,20411346,USA,TX,Sugar Land,71.30.184.46,50,Normal,percent03,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (3).jpg
552971035,9/18/2014 15:27:23,1398604843,9/18/2014 15:26:37,prodege,0.5601,12274848,USA,CA,Riverside,108.93.77.239,60,Normal,percent03,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (3).jpg
552971035,9/18/2014 15:34:49,1398608980,9/18/2014 15:33:35,clixsense,0.2456,10032240,USA,FL,Naples,76.101.211.223,60,Hard,percent03,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (3).jpg
552971035,9/18/2014 15:48:28,1398615966,9/18/2014 15:47:44,instagc,0.5464,18181596,USA,NC,Raeford,75.190.254.250,75,Normal,percent03,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (3).jpg
552971035,9/18/2014 15:54:55,1398618950,9/18/2014 15:52:52,instagc,0.4284,18386513,USA,TN,Oak Ridge,98.70.117.122,85,Easy,percent03,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (3).jpg
552971035,9/18/2014 17:41:15,1398680897,9/18/2014 17:40:18,clixsense,0.398,6334920,USA,NY,Syracuse,108.183.202.106,45,Easy,percent03,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (3).jpg
552971035,9/18/2014 17:44:50,1398685601,9/18/2014 17:44:01,meprizescf,0.4802,19539728,USA,"","",71.240.215.32,70,Normal,percent03,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (3).jpg
552971035,9/18/2014 19:13:53,1398744933,9/18/2014 19:04:38,clixsense,0.323,6418151,USA,NY,Rockaway Park,67.247.42.233,50,Easy,percent03,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (3).jpg
552971035,9/18/2014 19:57:32,1398768387,9/18/2014 19:56:55,instagc,0.4701,21017840,USA,DE,Newark,128.4.96.241,80,Normal,percent03,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (3).jpg
552971035,9/18/2014 20:42:44,1398778260,9/18/2014 20:42:05,instagc,0.3537,25990856,USA,NV,Las Vegas,68.108.98.78,10,Easy,percent03,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (3).jpg
552971036,9/18/2014 00:42:43,1398180641,9/18/2014 00:41:58,bitcoinget,0.7227,27316326,USA,CA,San Francisco,47.20.249.233,26,Easy,percent04,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (4).jpg
552971036,9/18/2014 01:08:46,1398206233,9/18/2014 01:08:06,instagc,0.4711,25607301,USA,PA,Kittanning,98.17.21.104,60,Normal,percent04,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (4).jpg
552971036,9/18/2014 01:09:28,1398206822,9/18/2014 01:06:59,instagc,0.4441,22501383,USA,MO,Lone Jack,71.1.125.187,40,Easy,percent04,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (4).jpg
552971036,9/18/2014 02:10:42,1398260073,9/18/2014 02:10:00,elite,0.5449,29013549,USA,CA,San Francisco,45.64.225.80,34,Normal,percent04,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (4).jpg
552971036,9/18/2014 02:42:17,1398286484,9/18/2014 02:41:46,neodev,0.5023,25638993,USA,FL,Miami,108.76.254.42,50,Easy,percent04,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (4).jpg
552971036,9/18/2014 03:23:23,1398329822,9/18/2014 03:22:31,points4rewards,0.512,28703583,USA,"","",97.73.90.70,50,Normal,percent04,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (4).jpg
552971036,9/18/2014 04:36:14,1398369577,9/18/2014 04:34:22,neodev,0.3417,12153090,USA,IL,Lake Zurich,68.60.238.241,70,Normal,percent04,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (4).jpg
552971036,9/18/2014 04:57:26,1398379538,9/18/2014 04:56:38,neodev,0.5239,11563866,USA,IL,Vernon Hills,24.13.205.245,16,Normal,percent04,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (4).jpg
552971036,9/18/2014 09:53:49,1398488882,9/18/2014 09:52:28,fusioncash,0.4603,22134305,USA,PA,York,174.49.215.36,60,Normal,percent04,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (4).jpg
552971036,9/18/2014 11:41:15,1398525937,9/18/2014 11:40:39,meprizescf,0.5619,28483210,USA,"","",75.143.134.247,55,Normal,percent04,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (4).jpg
552971036,9/18/2014 12:41:11,1398545219,9/18/2014 12:39:39,meprizescf,0.5213,20411346,USA,TX,Sugar Land,71.30.184.46,50,Normal,percent04,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (4).jpg
552971036,9/18/2014 13:03:38,1398552866,9/18/2014 13:02:30,clixsense,0.4941,29490692,USA,NY,Holley,66.66.87.109,50,Normal,percent04,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (4).jpg
552971036,9/18/2014 15:30:46,1398606848,9/18/2014 15:29:19,clixsense,0.2456,10032240,USA,FL,Naples,76.101.211.223,50,Hard,percent04,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (4).jpg
552971036,9/18/2014 15:35:23,1398609356,9/18/2014 15:34:30,instagc,0.5464,18181596,USA,NC,Raeford,75.190.254.250,45,Normal,percent04,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (4).jpg
552971036,9/18/2014 17:54:30,1398700821,9/18/2014 17:53:33,clixsense,0.398,6334920,USA,NY,Syracuse,108.183.202.106,25,Normal,percent04,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (4).jpg
552971036,9/18/2014 18:00:15,1398707188,9/18/2014 17:59:09,meprizescf,0.4802,19539728,USA,"","",71.240.215.32,70,Normal,percent04,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (4).jpg
552971036,9/18/2014 19:56:52,1398768204,9/18/2014 19:55:43,clixsense,0.323,6418151,USA,NY,Rockaway Park,67.247.42.233,15,Easy,percent04,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (4).jpg
552971036,9/18/2014 20:40:25,1398777640,9/18/2014 20:40:01,instagc,0.3537,25990856,USA,NV,Las Vegas,68.108.98.78,10,Easy,percent04,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (4).jpg
552971036,9/18/2014 21:02:37,1398783180,9/18/2014 21:01:48,instagc,0.4701,21017840,USA,DE,Newark,128.4.96.241,65,Normal,percent04,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (4).jpg
552971036,9/18/2014 21:46:38,1398796639,9/18/2014 21:45:32,instagc,0.4368,29308580,USA,FL,Fort Myers,68.54.201.193,40,Normal,percent04,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (4).jpg
552971037,9/18/2014 01:02:26,1398200582,9/18/2014 01:01:35,instagc,0.4711,25607301,USA,PA,Kittanning,98.17.21.104,30,Normal,percent05,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (5).jpg
552971037,9/18/2014 01:02:52,1398200899,9/18/2014 01:02:09,bitcoinget,0.7227,27316326,USA,CA,San Francisco,47.20.249.233,12,Easy,percent05,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (5).jpg
552971037,9/18/2014 01:17:42,1398214252,9/18/2014 01:12:39,instagc,0.4441,22501383,USA,MO,Lone Jack,71.1.125.187,20,Normal,percent05,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (5).jpg
552971037,9/18/2014 01:54:05,1398246903,9/18/2014 01:51:14,elite,0.5449,29013549,USA,CA,San Francisco,45.64.225.80,70,Normal,percent05,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (5).jpg
552971037,9/18/2014 02:38:24,1398282200,9/18/2014 02:37:44,neodev,0.5023,25638993,USA,FL,Miami,108.76.254.42,30,Easy,percent05,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (5).jpg
552971037,9/18/2014 03:06:50,1398318711,9/18/2014 02:48:29,neodev,0.3417,12153090,USA,IL,Lake Zurich,68.60.238.241,30,Hard,percent05,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (5).jpg
552971037,9/18/2014 03:19:08,1398327478,9/18/2014 03:18:08,points4rewards,0.512,28703583,USA,"","",97.73.90.70,30,Normal,percent05,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (5).jpg
552971037,9/18/2014 04:55:38,1398378497,9/18/2014 04:55:23,neodev,0.5239,11563866,USA,IL,Vernon Hills,24.13.205.245,80,Normal,percent05,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (5).jpg
552971037,9/18/2014 10:32:52,1398500661,9/18/2014 10:31:58,fusioncash,0.4603,22134305,USA,PA,York,174.49.215.36,40,Normal,percent05,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (5).jpg
552971037,9/18/2014 11:25:25,1398519120,9/18/2014 11:24:45,meprizescf,0.5619,28483210,USA,"","",75.143.134.247,30,Normal,percent05,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (5).jpg
552971037,9/18/2014 12:23:10,1398538802,9/18/2014 12:21:02,meprizescf,0.5213,20411346,USA,TX,Sugar Land,71.30.184.46,50,Normal,percent05,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (5).jpg
552971037,9/18/2014 15:53:26,1398618237,9/18/2014 15:52:43,instagc,0.5464,18181596,USA,NC,Raeford,75.190.254.250,40,Normal,percent05,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (5).jpg
552971037,9/18/2014 16:18:52,1398631462,9/18/2014 16:14:24,clixsense,0.2456,10032240,USA,FL,Naples,76.101.211.223,20,Hard,percent05,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (5).jpg
552971037,9/18/2014 17:46:27,1398688037,9/18/2014 17:45:33,meprizescf,0.4802,19539728,USA,"","",71.240.215.32,50,Easy,percent05,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (5).jpg
552971037,9/18/2014 18:08:19,1398711864,9/18/2014 18:07:23,clixsense,0.398,6334920,USA,NY,Syracuse,108.183.202.106,20,Normal,percent05,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (5).jpg
552971037,9/18/2014 18:23:48,1398719348,9/18/2014 18:22:10,clixsense,0.3086,6367785,USA,FL,Tarpon Springs,108.9.126.166,10,Easy,percent05,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (5).jpg
552971037,9/18/2014 19:34:59,1398757334,9/18/2014 19:34:09,clixsense,0.323,6418151,USA,NY,Rockaway Park,67.247.42.233,35,Easy,percent05,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (5).jpg
552971037,9/18/2014 20:47:33,1398779373,9/18/2014 20:47:00,instagc,0.3537,25990856,USA,NV,Las Vegas,68.108.98.78,10,Easy,percent05,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (5).jpg
552971037,9/18/2014 21:03:43,1398783514,9/18/2014 21:03:09,instagc,0.4701,21017840,USA,DE,Newark,128.4.96.241,25,Normal,percent05,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (5).jpg
552971037,9/18/2014 21:39:35,1398794591,9/18/2014 21:38:22,instagc,0.4368,29308580,USA,FL,Fort Myers,68.54.201.193,20,Easy,percent05,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (5).jpg
552971038,9/18/2014 00:45:42,1398183743,9/18/2014 00:45:07,bitcoinget,0.7227,27316326,USA,CA,San Francisco,47.20.249.233,60,Easy,percent06,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (6).jpg
552971038,9/18/2014 01:10:35,1398207775,9/18/2014 01:10:07,instagc,0.4711,25607301,USA,PA,Kittanning,98.17.21.104,80,Normal,percent06,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (6).jpg
552971038,9/18/2014 01:48:41,1398242439,9/18/2014 01:45:59,instagc,0.4441,22501383,USA,MO,Lone Jack,71.1.125.187,80,Normal,percent06,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (6).jpg
552971038,9/18/2014 02:07:03,1398257251,9/18/2014 02:06:22,elite,0.5449,29013549,USA,CA,San Francisco,45.64.225.80,78,Normal,percent06,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (6).jpg
552971038,9/18/2014 02:37:42,1398281520,9/18/2014 02:37:17,neodev,0.5023,25638993,USA,FL,Miami,108.76.254.42,70,Easy,percent06,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (6).jpg
552971038,9/18/2014 03:21:14,1398328738,9/18/2014 03:20:13,points4rewards,0.512,28703583,USA,"","",97.73.90.70,80,Normal,percent06,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (6).jpg
552971038,9/18/2014 04:20:04,1398361576,9/18/2014 04:13:59,neodev,0.3417,12153090,USA,IL,Lake Zurich,68.60.238.241,80,Normal,percent06,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (6).jpg
552971038,9/18/2014 04:56:12,1398378814,9/18/2014 04:55:52,neodev,0.5239,11563866,USA,IL,Vernon Hills,24.13.205.245,25,Normal,percent06,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (6).jpg
552971038,9/18/2014 10:19:16,1398496160,9/18/2014 10:14:03,fusioncash,0.4603,22134305,USA,PA,York,174.49.215.36,80,Normal,percent06,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (6).jpg
552971038,9/18/2014 11:43:32,1398526658,9/18/2014 11:42:55,meprizescf,0.5619,28483210,USA,"","",75.143.134.247,60,Normal,percent06,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (6).jpg
552971038,9/18/2014 12:45:39,1398546685,9/18/2014 12:43:26,meprizescf,0.5213,20411346,USA,TX,Sugar Land,71.30.184.46,50,Normal,percent06,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (6).jpg
552971038,9/18/2014 15:38:22,1398610890,9/18/2014 15:36:57,clixsense,0.4941,29490692,USA,NY,Holley,66.66.87.109,50,Normal,percent06,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (6).jpg
552971038,9/18/2014 15:50:29,1398616819,9/18/2014 15:49:06,instagc,0.5464,18181596,USA,NC,Raeford,75.190.254.250,75,Normal,percent06,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (6).jpg
552971038,9/18/2014 16:23:30,1398633895,9/18/2014 16:21:21,clixsense,0.2456,10032240,USA,FL,Naples,76.101.211.223,50,Hard,percent06,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (6).jpg
552971038,9/18/2014 17:49:32,1398692988,9/18/2014 17:48:45,clixsense,0.398,6334920,USA,NY,Syracuse,108.183.202.106,55,Normal,percent06,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (6).jpg
552971038,9/18/2014 17:58:25,1398706062,9/18/2014 17:57:40,meprizescf,0.4802,19539728,USA,"","",71.240.215.32,40,Normal,percent06,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (6).jpg
