_unit_id,_created_at,_id,_started_at,_channel,_trust,_worker_id,_country,_region,_city,_ip,how_many_facilities_of_interest_tables_in_a_restaurant_seats_in_a_lecture_hall_or_gym_equipment_in_a_weighing_room_are_availableunoccupied,the_difficulty_of_this_task_is,id,image_url
556053837,9/23/2014 03:16:09,1401970726,9/23/2014 03:15:10,instagc,0.4852,15445601,USA,FL,Jacksonville,24.129.68.254,45,Normal,percent01,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (1).jpg
556053837,9/23/2014 03:49:05,1402000879,9/23/2014 03:47:55,clixsense,0.507,24320880,USA,AZ,Peoria,24.251.114.27,27,Normal,percent01,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (1).jpg
556053837,9/23/2014 04:37:36,1402044305,9/23/2014 04:36:11,bitcoinget,0.5089,21614812,USA,"","",73.39.182.12,35,Normal,percent01,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (1).jpg
556053837,9/23/2014 05:00:43,1402065115,9/23/2014 04:58:01,points4rewards,0.4725,20113482,USA,"","",72.168.130.184,22,Normal,percent01,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (1).jpg
556053837,9/23/2014 05:04:51,1402068626,9/23/2014 05:01:48,clixsense,0.4847,19887018,USA,MA,East Bridgewater,72.70.92.182,15,Hard,percent01,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (1).jpg
556053838,9/23/2014 00:14:22,1401776410,9/23/2014 00:12:27,instagc,0.85,22501383,USA,MO,Lone Jack,71.1.125.187,1,Easy,percent02,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (2).jpg
556053838,9/23/2014 00:32:06,1401791671,9/23/2014 00:30:55,meprizescf,0.71,19539728,USA,"","",207.68.120.125,10,Normal,percent02,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (2).jpg
556053838,9/23/2014 01:19:22,1401847646,9/23/2014 01:18:24,instagc,0.5267,15956655,USA,WI,Waukesha,107.204.251.3,10,Hard,percent02,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (2).jpg
556053838,9/23/2014 01:43:47,1401878250,9/23/2014 01:41:35,clixsense,0.5487,19495345,USA,AL,Gurley,74.237.180.157,10,Normal,percent02,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (2).jpg
556053838,9/23/2014 01:56:23,1401891261,9/23/2014 01:49:47,clixsense,0.3545,20532812,USA,CA,San Francisco,45.64.227.143,10,Hard,percent02,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (2).jpg
556053838,9/23/2014 02:12:13,1401906564,9/23/2014 02:11:42,neodev,0.3425,25638993,USA,FL,Miami,108.76.254.42,12,Easy,percent02,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (2).jpg
556053838,9/23/2014 02:29:11,1401923565,9/23/2014 02:26:56,instagc,0.4817,22096649,USA,VA,Martinsville,24.125.227.12,3,Normal,percent02,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (2).jpg
556053838,9/23/2014 02:34:57,1401929180,9/23/2014 02:34:27,instagc,0.4907,25607301,USA,PA,Kittanning,71.31.183.79,15,Hard,percent02,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (2).jpg
556053838,9/23/2014 03:07:00,1401962486,9/23/2014 03:05:05,instagc,0.4852,15445601,USA,FL,Jacksonville,24.129.68.254,0,Normal,percent02,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (2).jpg
556053838,9/23/2014 03:13:51,1401968432,9/23/2014 03:11:40,clixsense,0.5176,29490692,USA,NY,Holley,66.66.87.109,10,Normal,percent02,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (2).jpg
556053838,9/23/2014 03:46:51,1401998944,9/23/2014 03:45:24,clixsense,0.507,24320880,USA,AZ,Peoria,24.251.114.27,16,Normal,percent02,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (2).jpg
556053838,9/23/2014 04:41:44,1402047660,9/23/2014 04:41:19,bitcoinget,0.5089,21614812,USA,"","",73.39.182.12,12,Normal,percent02,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (2).jpg
556053838,9/23/2014 05:39:52,1402100196,9/23/2014 05:34:19,neodev,0.4191,20929875,USA,MA,Allston,71.174.190.153,5,Hard,percent02,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (2).jpg
556053838,9/23/2014 06:00:10,1402120731,9/23/2014 05:57:49,instagc,0.4765,29571331,USA,IL,Poplar Grove,67.173.37.179,1,Hard,percent02,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (2).jpg
556053838,9/23/2014 06:03:07,1402123794,9/23/2014 06:02:14,instagc,0.4749,22396848,USA,MA,Waltham,146.115.168.153,35,Normal,percent02,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (2).jpg
556053839,9/23/2014 00:16:11,1401777989,9/23/2014 00:14:23,instagc,0.85,22501383,USA,MO,Lone Jack,71.1.125.187,15,Easy,percent04,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (4).jpg
556053839,9/23/2014 00:33:30,1401792898,9/23/2014 00:32:07,meprizescf,0.71,19539728,USA,"","",207.68.120.125,10,Normal,percent04,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (4).jpg
556053839,9/23/2014 01:06:44,1401831725,9/23/2014 01:04:18,clixsense,0.5176,29490692,USA,NY,Holley,66.66.87.109,20,Normal,percent04,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (4).jpg
556053839,9/23/2014 01:13:02,1401839617,9/23/2014 01:11:48,instagc,0.5267,15956655,USA,WI,Waukesha,107.204.251.3,25,Normal,percent04,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (4).jpg
556053839,9/23/2014 01:35:01,1401867516,9/23/2014 01:33:38,clixsense,0.4744,6520576,USA,OH,West Chester,174.101.207.12,22,Normal,percent04,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (4).jpg
556053839,9/23/2014 01:35:47,1401868510,9/23/2014 01:32:50,clixsense,0.5487,19495345,USA,AL,Gurley,74.237.180.157,20,Normal,percent04,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (4).jpg
556053839,9/23/2014 02:07:55,1401902662,9/23/2014 02:07:15,clixsense,0.3545,20532812,USA,CA,San Francisco,45.64.227.143,25,Hard,percent04,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (4).jpg
556053839,9/23/2014 02:10:26,1401904857,9/23/2014 02:09:18,neodev,0.3425,25638993,USA,FL,Miami,108.76.254.42,20,Easy,percent04,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (4).jpg
556053839,9/23/2014 02:26:55,1401921282,9/23/2014 02:24:35,instagc,0.4817,22096649,USA,VA,Martinsville,24.125.227.12,24,Easy,percent04,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (4).jpg
556053839,9/23/2014 02:34:25,1401928616,9/23/2014 02:33:29,instagc,0.4907,25607301,USA,PA,Kittanning,71.31.183.79,15,Normal,percent04,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (4).jpg
556053839,9/23/2014 03:15:43,1401970331,9/23/2014 03:11:40,instagc,0.461,21662777,USA,NM,Farmington,68.35.120.152,9,Easy,percent04,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (4).jpg
556053839,9/23/2014 03:17:19,1401971988,9/23/2014 03:16:10,instagc,0.4852,15445601,USA,FL,Jacksonville,24.129.68.254,24,Normal,percent04,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (4).jpg
556053839,9/23/2014 03:42:52,1401995422,9/23/2014 03:40:43,clixsense,0.507,24320880,USA,AZ,Peoria,24.251.114.27,27,Normal,percent04,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (4).jpg
556053839,9/23/2014 04:44:17,1402049911,9/23/2014 04:43:23,bitcoinget,0.5089,21614812,USA,"","",73.39.182.12,28,Normal,percent04,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (4).jpg
556053839,9/23/2014 05:05:53,1402069498,9/23/2014 05:01:34,neodev,0.4191,20929875,USA,MA,Allston,71.174.190.153,35,Hard,percent04,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (4).jpg
556053840,9/23/2014 00:33:30,1401792907,9/23/2014 00:32:11,instagc,0.85,22501383,USA,MO,Lone Jack,71.1.125.187,25,Easy,percent05,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (5).jpg
556053840,9/23/2014 00:37:15,1401797278,9/23/2014 00:35:08,meprizescf,0.71,19539728,USA,"","",207.68.120.125,30,Normal,percent05,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (5).jpg
556053840,9/23/2014 01:11:47,1401837942,9/23/2014 01:09:14,instagc,0.5267,15956655,USA,WI,Waukesha,107.204.251.3,34,Normal,percent05,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (5).jpg
556053840,9/23/2014 01:30:43,1401861947,9/23/2014 01:28:37,clixsense,0.5176,29490692,USA,NY,Holley,66.66.87.109,20,Normal,percent05,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (5).jpg
556053840,9/23/2014 01:45:28,1401880063,9/23/2014 01:43:49,clixsense,0.5487,19495345,USA,AL,Gurley,74.237.180.157,20,Normal,percent05,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (5).jpg
556053840,9/23/2014 02:07:13,1401902022,9/23/2014 02:02:35,clixsense,0.3545,20532812,USA,CA,San Francisco,45.64.227.143,35,Normal,percent05,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (5).jpg
556053840,9/23/2014 02:12:13,1401906563,9/23/2014 02:11:42,neodev,0.3425,25638993,USA,FL,Miami,108.76.254.42,22,Easy,percent05,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (5).jpg
556053840,9/23/2014 02:35:10,1401929382,9/23/2014 02:31:32,instagc,0.4817,22096649,USA,VA,Martinsville,24.125.227.12,55,Normal,percent05,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (5).jpg
556053840,9/23/2014 02:35:36,1401929751,9/23/2014 02:34:58,instagc,0.4907,25607301,USA,PA,Kittanning,71.31.183.79,30,Normal,percent05,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (5).jpg
556053840,9/23/2014 03:15:09,1401969788,9/23/2014 03:14:24,instagc,0.4852,15445601,USA,FL,Jacksonville,24.129.68.254,32,Normal,percent05,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (5).jpg
556053840,9/23/2014 04:37:36,1402044303,9/23/2014 04:36:11,bitcoinget,0.5089,21614812,USA,"","",73.39.182.12,30,Normal,percent05,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (5).jpg
556053840,9/23/2014 05:04:51,1402068623,9/23/2014 05:01:48,clixsense,0.4847,19887018,USA,MA,East Bridgewater,72.70.92.182,44,Normal,percent05,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (5).jpg
556053840,9/23/2014 06:04:54,1402125702,9/23/2014 06:04:25,instagc,0.4749,22396848,USA,MA,Waltham,146.115.168.153,15,Hard,percent05,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (5).jpg
556053840,9/23/2014 06:06:56,1402127638,9/23/2014 06:05:23,instagc,0.4765,29571331,USA,IL,Poplar Grove,67.173.37.179,40,Normal,percent05,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (5).jpg
556053840,9/23/2014 07:30:31,1402200757,9/23/2014 07:27:45,clixsense,0.3074,22160782,USA,AE,Apo,82.1.185.176,41,Hard,percent05,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (5).jpg
556053841,9/23/2014 00:18:10,1401779699,9/23/2014 00:16:13,instagc,0.85,22501383,USA,MO,Lone Jack,71.1.125.187,24,Normal,percent06,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (6).jpg
556053841,9/23/2014 00:26:44,1401786958,9/23/2014 00:25:29,meprizescf,0.71,19539728,USA,"","",207.68.120.125,6,Normal,percent06,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (6).jpg
556053841,9/23/2014 01:06:44,1401831724,9/23/2014 01:04:18,clixsense,0.5176,29490692,USA,NY,Holley,66.66.87.109,30,Normal,percent06,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (6).jpg
556053841,9/23/2014 01:15:01,1401842063,9/23/2014 01:14:03,instagc,0.5267,15956655,USA,WI,Waukesha,107.204.251.3,30,Hard,percent06,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (6).jpg
556053841,9/23/2014 01:32:49,1401864589,9/23/2014 01:29:23,clixsense,0.5487,19495345,USA,AL,Gurley,74.237.180.157,40,Normal,percent06,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (6).jpg
556053841,9/23/2014 01:37:50,1401871163,9/23/2014 01:36:14,clixsense,0.4744,6520576,USA,OH,West Chester,174.101.207.12,49,Normal,percent06,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (6).jpg
556053841,9/23/2014 02:15:02,1401909514,9/23/2014 02:14:38,neodev,0.3425,25638993,USA,FL,Miami,108.76.254.42,34,Easy,percent06,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (6).jpg
556053841,9/23/2014 02:18:57,1401913369,9/23/2014 02:17:21,clixsense,0.3545,20532812,USA,CA,San Francisco,45.64.227.143,24,Normal,percent06,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (6).jpg
556053841,9/23/2014 02:19:54,1401914310,9/23/2014 02:15:32,instagc,0.4817,22096649,USA,VA,Martinsville,24.125.227.12,60,Hard,percent06,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (6).jpg
556053841,9/23/2014 02:38:28,1401932879,9/23/2014 02:37:52,instagc,0.4907,25607301,USA,PA,Kittanning,71.31.183.79,50,Hard,percent06,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (6).jpg
556053841,9/23/2014 03:16:09,1401970722,9/23/2014 03:15:10,instagc,0.4852,15445601,USA,FL,Jacksonville,24.129.68.254,67,Normal,percent06,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (6).jpg
556053841,9/23/2014 03:18:41,1401973402,9/23/2014 03:17:57,instagc,0.461,21662777,USA,NM,Farmington,68.35.120.152,45,Hard,percent06,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (6).jpg
556053841,9/23/2014 03:45:23,1401997676,9/23/2014 03:42:53,clixsense,0.507,24320880,USA,AZ,Peoria,24.251.114.27,57,Normal,percent06,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (6).jpg
556053841,9/23/2014 04:38:47,1402045275,9/23/2014 04:37:37,bitcoinget,0.5089,21614812,USA,"","",73.39.182.12,90,Normal,percent06,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (6).jpg
556053841,9/23/2014 05:34:17,1402094814,9/23/2014 05:25:51,neodev,0.4191,20929875,USA,MA,Allston,71.174.190.153,43,Normal,percent06,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (6).jpg
556053842,9/23/2014 00:12:26,1401774502,9/23/2014 00:05:01,instagc,0.85,22501383,USA,MO,Lone Jack,71.1.125.187,35,Normal,percent07,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (7).jpg
556053842,9/23/2014 00:33:30,1401792900,9/23/2014 00:32:07,meprizescf,0.71,19539728,USA,"","",207.68.120.125,25,Normal,percent07,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (7).jpg
556053842,9/23/2014 01:12:07,1401838366,9/23/2014 01:08:27,clixsense,0.5176,29490692,USA,NY,Holley,66.66.87.109,25,Normal,percent07,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (7).jpg
556053842,9/23/2014 01:19:22,1401847647,9/23/2014 01:18:24,instagc,0.5267,15956655,USA,WI,Waukesha,107.204.251.3,30,Hard,percent07,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (7).jpg
556053842,9/23/2014 01:31:59,1401863607,9/23/2014 01:29:57,clixsense,0.4744,6520576,USA,OH,West Chester,174.101.207.12,50,Hard,percent07,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (7).jpg
556053842,9/23/2014 01:47:18,1401881945,9/23/2014 01:46:34,clixsense,0.5487,19495345,USA,AL,Gurley,74.237.180.157,30,Normal,percent07,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (7).jpg
556053842,9/23/2014 02:00:45,1401895763,9/23/2014 01:59:06,clixsense,0.3545,20532812,USA,CA,San Francisco,45.64.227.143,30,Hard,percent07,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (7).jpg
556053842,9/23/2014 02:10:59,1401905409,9/23/2014 02:10:26,neodev,0.3425,25638993,USA,FL,Miami,108.76.254.42,22,Easy,percent07,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (7).jpg
556053842,9/23/2014 02:39:12,1401933570,9/23/2014 02:38:29,instagc,0.4907,25607301,USA,PA,Kittanning,71.31.183.79,30,Normal,percent07,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (7).jpg
556053842,9/23/2014 03:14:22,1401968962,9/23/2014 03:13:38,instagc,0.4852,15445601,USA,FL,Jacksonville,24.129.68.254,32,Normal,percent07,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (7).jpg
556053842,9/23/2014 04:41:44,1402047654,9/23/2014 04:41:19,bitcoinget,0.5089,21614812,USA,"","",73.39.182.12,50,Normal,percent07,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (7).jpg
556053842,9/23/2014 05:04:27,1402068313,9/23/2014 05:00:49,points4rewards,0.4725,20113482,USA,"","",72.168.130.184,45,Normal,percent07,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (7).jpg
556053842,9/23/2014 05:05:53,1402069503,9/23/2014 05:01:34,neodev,0.4191,20929875,USA,MA,Allston,71.174.190.153,34,Normal,percent07,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (7).jpg
556053842,9/23/2014 06:03:53,1402124654,9/23/2014 06:03:37,instagc,0.4749,22396848,USA,MA,Waltham,146.115.168.153,20,Easy,percent07,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (7).jpg
556053842,9/23/2014 06:09:10,1402129843,9/23/2014 06:08:24,instagc,0.4765,29571331,USA,IL,Poplar Grove,67.173.37.179,40,Normal,percent07,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (7).jpg
556053843,9/23/2014 00:18:10,1401779698,9/23/2014 00:16:13,instagc,0.85,22501383,USA,MO,Lone Jack,71.1.125.187,4,Easy,percent09,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (9).jpg
556053843,9/23/2014 00:30:54,1401790671,9/23/2014 00:29:58,meprizescf,0.71,19539728,USA,"","",207.68.120.125,2,Easy,percent09,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (9).jpg
556053843,9/23/2014 01:06:44,1401831719,9/23/2014 01:04:18,clixsense,0.5176,29490692,USA,NY,Holley,66.66.87.109,3,Easy,percent09,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (9).jpg
556053843,9/23/2014 01:18:22,1401846414,9/23/2014 01:17:18,instagc,0.5267,15956655,USA,WI,Waukesha,107.204.251.3,3,Easy,percent09,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (9).jpg
556053843,9/23/2014 01:46:33,1401881219,9/23/2014 01:45:29,clixsense,0.5487,19495345,USA,AL,Gurley,74.237.180.157,4,Normal,percent09,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (9).jpg
556053843,9/23/2014 02:10:59,1401905400,9/23/2014 02:10:26,neodev,0.3425,25638993,USA,FL,Miami,108.76.254.42,4,Easy,percent09,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (9).jpg
556053843,9/23/2014 02:18:57,1401913366,9/23/2014 02:17:21,clixsense,0.3545,20532812,USA,CA,San Francisco,45.64.227.143,30,Hard,percent09,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (9).jpg
556053843,9/23/2014 02:33:27,1401927564,9/23/2014 02:32:44,instagc,0.4907,25607301,USA,PA,Kittanning,71.31.183.79,5,Normal,percent09,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (9).jpg
556053843,9/23/2014 02:47:04,1401941419,9/23/2014 02:44:48,instagc,0.4817,22096649,USA,VA,Martinsville,24.125.227.12,5,Easy,percent09,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (9).jpg
556053843,9/23/2014 03:09:53,1401964933,9/23/2014 03:08:22,instagc,0.4852,15445601,USA,FL,Jacksonville,24.129.68.254,3,Easy,percent09,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (9).jpg
556053843,9/23/2014 03:17:55,1401972554,9/23/2014 03:15:44,instagc,0.461,21662777,USA,NM,Farmington,68.35.120.152,3,Easy,percent09,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (9).jpg
556053843,9/23/2014 03:47:54,1401999804,9/23/2014 03:46:52,clixsense,0.507,24320880,USA,AZ,Peoria,24.251.114.27,4,Normal,percent09,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (9).jpg
556053843,9/23/2014 04:40:04,1402046300,9/23/2014 04:39:31,bitcoinget,0.5089,21614812,USA,"","",73.39.182.12,3,Easy,percent09,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (9).jpg
556053843,9/23/2014 05:19:13,1402081129,9/23/2014 05:16:13,neodev,0.4191,20929875,USA,MA,Allston,71.174.190.153,3,Easy,percent09,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (9).jpg
556053843,9/23/2014 06:03:35,1402124372,9/23/2014 06:03:09,instagc,0.4749,22396848,USA,MA,Waltham,146.115.168.153,20,Normal,percent09,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (9).jpg
556053844,9/23/2014 00:18:10,1401779700,9/23/2014 00:16:13,instagc,0.85,22501383,USA,MO,Lone Jack,71.1.125.187,8,Normal,percent10,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (10).jpg
556053844,9/23/2014 00:27:37,1401787684,9/23/2014 00:26:47,meprizescf,0.71,19539728,USA,"","",207.68.120.125,26,Hard,percent10,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (10).jpg
556053844,9/23/2014 01:21:16,1401850107,9/23/2014 01:20:23,instagc,0.5267,15956655,USA,WI,Waukesha,107.204.251.3,6,Easy,percent10,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (10).jpg
556053844,9/23/2014 01:36:12,1401869106,9/23/2014 01:35:02,clixsense,0.4744,6520576,USA,OH,West Chester,174.101.207.12,9,Normal,percent10,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (10).jpg
556053844,9/23/2014 01:48:10,1401882905,9/23/2014 01:47:20,clixsense,0.5487,19495345,USA,AL,Gurley,74.237.180.157,10,Normal,percent10,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (10).jpg
556053844,9/23/2014 01:56:23,1401891255,9/23/2014 01:49:47,clixsense,0.3545,20532812,USA,CA,San Francisco,45.64.227.143,25,Normal,percent10,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (10).jpg
556053844,9/23/2014 02:14:36,1401909030,9/23/2014 02:14:10,neodev,0.3425,25638993,USA,FL,Miami,108.76.254.42,11,Easy,percent10,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (10).jpg
556053844,9/23/2014 02:24:34,1401919142,9/23/2014 02:19:55,instagc,0.4817,22096649,USA,VA,Martinsville,24.125.227.12,50,Normal,percent10,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (10).jpg
556053844,9/23/2014 02:33:27,1401927572,9/23/2014 02:32:44,instagc,0.4907,25607301,USA,PA,Kittanning,71.31.183.79,20,Normal,percent10,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (10).jpg
556053844,9/23/2014 03:12:31,1401967293,9/23/2014 03:11:14,instagc,0.4852,15445601,USA,FL,Jacksonville,24.129.68.254,16,Hard,percent10,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (10).jpg
556053844,9/23/2014 04:42:31,1402048403,9/23/2014 04:42:06,bitcoinget,0.5089,21614812,USA,"","",73.39.182.12,7,Easy,percent10,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (10).jpg
556053844,9/23/2014 05:19:13,1402081120,9/23/2014 05:16:13,neodev,0.4191,20929875,USA,MA,Allston,71.174.190.153,14,Easy,percent10,https://dl.dropboxusercontent.com/u/82816032/test_imgs/percent/percent (10).jpg
