_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,how_many_birds_can_you_see_in_the_image,the_difficulty_of_this_task_is,id,image_url
697946437,4/2/2015 20:31:22,1604580471,4/2/2015 20:28:28,false,prodege,0.6259,31282868,USA,"","",174.51.245.30,190,Hard,bird002,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (2).jpg
697946437,4/2/2015 20:34:22,1604581597,4/2/2015 20:32:07,false,neodev,0.5367,14561763,USA,CA,Laguna Niguel,68.231.222.171,210,Hard,bird002,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (2).jpg
697946437,4/2/2015 20:52:00,1604587860,4/2/2015 20:51:12,false,prodege,0.5998,13869269,USA,IL,Chicago,172.56.13.79,72,Hard,bird002,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (2).jpg
697946437,4/2/2015 20:53:41,1604588332,4/2/2015 20:50:55,false,neodev,0.5828,31139768,USA,OH,Columbus,216.185.58.175,130,Hard,bird002,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (2).jpg
697946437,4/2/2015 21:28:24,1604599054,4/2/2015 21:27:40,false,meprizescf,0.6487,30341376,USA,CA,Saratoga,107.178.35.213,43,Hard,bird002,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (2).jpg
697946437,4/2/2015 21:36:54,1604602173,4/2/2015 21:31:37,false,neodev,0.5368,31079027,USA,CA,San Jose,50.118.172.61,242,Hard,bird002,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (2).jpg
697946437,4/2/2015 21:41:24,1604603811,4/2/2015 21:39:41,false,neodev,0.5292,32077912,USA,CA,San Jose,50.117.41.192,362,Hard,bird002,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (2).jpg
697946437,4/2/2015 21:45:04,1604605027,4/2/2015 21:43:16,false,clixsense,0.68,6331127,USA,AZ,Surprise,98.165.191.43,238,Hard,bird002,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (2).jpg
697946438,4/2/2015 16:58:31,1604468706,4/2/2015 16:57:33,false,clixsense,0.6536,10390268,USA,NY,New Paltz,100.40.133.58,10,Easy,bird003,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (3).jpg
697946438,4/2/2015 17:42:31,1604483504,4/2/2015 17:41:47,false,instagc,0.6379,27597031,USA,VA,Manassas,108.31.34.199,10,Normal,bird003,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (3).jpg
697946438,4/2/2015 18:32:05,1604503204,4/2/2015 18:31:13,false,elite,0.5822,31956791,USA,PA,Freeport,72.23.204.146,10,Easy,bird003,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (3).jpg
697946438,4/2/2015 18:32:25,1604503383,4/2/2015 18:31:09,false,neodev,0.567,30703713,USA,CA,San Jose,50.97.196.10,10,Normal,bird003,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (3).jpg
697946438,4/2/2015 18:33:30,1604503867,4/2/2015 18:32:40,false,instagc,0.4999,29202665,USA,WA,Vancouver,98.246.71.204,10,Easy,bird003,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (3).jpg
697946438,4/2/2015 19:06:44,1604536397,4/2/2015 19:05:45,false,coinworker,0.6349,23778084,USA,PA,State College,146.186.207.8,10,Easy,bird003,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (3).jpg
697946438,4/2/2015 19:11:21,1604542141,4/2/2015 19:09:37,false,neodev,0.6091,31787360,USA,CA,Moreno Valley,76.94.99.196,10,Easy,bird003,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (3).jpg
697946438,4/2/2015 19:35:16,1604554308,4/2/2015 19:32:26,false,elite,0.6354,32232485,USA,"","",38.95.109.38,10,Easy,bird003,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (3).jpg
697946438,4/2/2015 19:35:52,1604554675,4/2/2015 19:35:00,false,extralunchmoney,0.5774,11369918,USA,TX,Houston,50.246.60.1,10,Easy,bird003,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (3).jpg
697946438,4/2/2015 19:56:45,1604567244,4/2/2015 19:55:06,false,instagc,0.6196,30880172,USA,"","",166.176.57.64,10,Easy,bird003,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (3).jpg
697946438,4/2/2015 20:05:01,1604570959,4/2/2015 20:04:03,false,neodev,0.4672,29507191,USA,NY,Hilton,66.66.96.233,10,Normal,bird003,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (3).jpg
697946438,4/2/2015 20:08:20,1604572063,4/2/2015 20:06:56,false,clixsense,0.4784,6340330,USA,NY,Canajoharie,67.248.115.74,10,Normal,bird003,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (3).jpg
697946438,4/2/2015 20:23:08,1604577250,4/2/2015 20:22:26,false,clixsense,0.5899,22578215,USA,NJ,Pitman,173.61.36.5,10,Easy,bird003,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (3).jpg
697946438,4/2/2015 20:28:27,1604579394,4/2/2015 20:26:26,false,prodege,0.6259,31282868,USA,"","",174.51.245.30,10,Easy,bird003,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (3).jpg
697946438,4/2/2015 20:32:06,1604580716,4/2/2015 20:30:52,false,neodev,0.5367,14561763,USA,CA,Laguna Niguel,68.231.222.171,10,Easy,bird003,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (3).jpg
697946438,4/2/2015 20:50:54,1604587406,4/2/2015 20:48:27,false,neodev,0.5828,31139768,USA,OH,Columbus,216.185.58.175,10,Easy,bird003,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (3).jpg
697946438,4/2/2015 20:51:11,1604587514,4/2/2015 20:50:25,false,prodege,0.5998,13869269,USA,IL,Chicago,172.56.13.79,10,Easy,bird003,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (3).jpg
697946438,4/2/2015 21:27:39,1604598854,4/2/2015 21:26:38,false,meprizescf,0.6487,30341376,USA,CA,Saratoga,107.178.35.213,10,Easy,bird003,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (3).jpg
697946438,4/2/2015 21:31:36,1604600090,4/2/2015 21:29:32,false,neodev,0.5368,31079027,USA,CA,San Jose,50.118.172.61,10,Easy,bird003,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (3).jpg
697946438,4/2/2015 21:39:37,1604603204,4/2/2015 21:38:03,false,neodev,0.5292,32077912,USA,CA,San Jose,50.117.41.192,10,Normal,bird003,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (3).jpg
697946439,4/1/2015 23:23:41,1603959428,4/1/2015 23:21:30,false,instagc,0.8839,30326470,USA,CA,Santee,99.44.37.73,14,Easy,bird004,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (4).jpg
697946439,4/1/2015 23:35:25,1603982375,4/1/2015 23:33:28,false,clixsense,0.8625,19495345,USA,AL,Decatur,74.237.180.157,14,Easy,bird004,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (4).jpg
697946439,4/1/2015 23:48:29,1604007113,4/1/2015 23:47:19,false,neodev,0.6195,25638993,USA,FL,Miami,108.76.254.42,14,Easy,bird004,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (4).jpg
697946439,4/1/2015 23:49:05,1604008299,4/1/2015 23:48:01,false,tremorgames,0.7535,31906954,USA,NY,Sharon Springs,70.209.130.10,10,Easy,bird004,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (4).jpg
697946439,4/1/2015 23:49:46,1604009653,4/1/2015 23:49:09,false,clixsense,0.7077,30130805,USA,MI,Wyandotte,63.141.18.150,14,Easy,bird004,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (4).jpg
697946439,4/2/2015 00:03:35,1604035269,4/2/2015 00:00:06,false,cotter,0.6147,29964039,USA,NV,Reno,71.94.24.147,14,Easy,bird004,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (4).jpg
697946439,4/2/2015 00:19:19,1604064811,4/2/2015 00:17:30,false,clixsense,0.767,9289735,USA,IL,Chicago,69.210.252.212,14,Easy,bird004,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (4).jpg
697946439,4/2/2015 00:30:13,1604085038,4/2/2015 00:28:40,false,neodev,0.7116,31463401,USA,CA,San Jose,50.118.172.133,14,Normal,bird004,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (4).jpg
697946439,4/2/2015 00:51:44,1604098481,4/2/2015 00:50:10,false,instagc,0.6774,31184650,USA,IA,Mason City,173.26.27.82,14,Easy,bird004,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (4).jpg
697946439,4/2/2015 00:54:40,1604100001,4/2/2015 00:52:51,false,gptking,0.6448,31799065,USA,IL,Carbondale,50.45.58.0,14,Easy,bird004,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (4).jpg
697946439,4/2/2015 01:46:08,1604127432,4/2/2015 01:44:59,false,neodev,0.609,31314633,USA,DE,"",108.59.8.208,10,Normal,bird004,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (4).jpg
697946439,4/2/2015 01:48:02,1604128339,4/2/2015 01:43:01,false,neodev,0.611,29617776,USA,NJ,East Orange,108.50.135.41,14,Easy,bird004,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (4).jpg
697946439,4/2/2015 01:48:31,1604128507,4/2/2015 01:47:32,false,clixsense,0.6978,15464647,USA,WA,Vancouver,24.22.58.235,14,Easy,bird004,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (4).jpg
697946439,4/2/2015 01:58:21,1604133291,4/2/2015 01:57:28,false,neodev,0.6888,11291592,USA,MI,Taylor,99.170.106.105,13,Easy,bird004,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (4).jpg
697946439,4/2/2015 01:58:56,1604133651,4/2/2015 01:58:35,false,bitcoinget,0.5327,31256687,USA,NY,Brooklyn,24.146.181.193,12,Hard,bird004,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (4).jpg
697946439,4/2/2015 02:31:18,1604149246,4/2/2015 02:30:17,false,instagc,0.6497,30506788,USA,MO,Springfield,50.81.216.165,14,Easy,bird004,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (4).jpg
697946439,4/2/2015 02:46:12,1604156074,4/2/2015 02:43:46,false,neodev,0.5828,31139768,USA,CA,Laguna Niguel,216.177.129.196,13,Normal,bird004,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (4).jpg
697946439,4/2/2015 02:47:15,1604156697,4/2/2015 02:44:29,false,clixsense,0.6378,18053528,USA,CA,Los Angeles,64.203.38.247,14,Normal,bird004,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (4).jpg
697946439,4/2/2015 02:54:44,1604160541,4/2/2015 02:53:17,false,instagc,0.7039,15981335,USA,TX,Richardson,76.184.228.39,14,Easy,bird004,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (4).jpg
697946439,4/2/2015 03:08:52,1604166796,4/2/2015 02:53:13,false,clixsense,0.472,6363498,USA,GA,Fort Valley,23.125.3.6,14,Easy,bird004,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (4).jpg
697946440,4/1/2015 23:15:35,1603942804,4/1/2015 23:13:48,false,instagc,0.8839,30326470,USA,CA,Santee,99.44.37.73,24,Normal,bird005,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (5).jpg
697946440,4/1/2015 23:23:08,1603958375,4/1/2015 23:21:30,false,clixsense,0.8625,19495345,USA,AL,Decatur,74.237.180.157,29,Normal,bird005,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (5).jpg
697946440,4/1/2015 23:43:34,1603997768,4/1/2015 23:42:48,false,neodev,0.6195,25638993,USA,FL,Miami,108.76.254.42,20,Normal,bird005,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (5).jpg
697946440,4/1/2015 23:44:11,1603998801,4/1/2015 23:40:57,false,cotter,0.6147,29964039,USA,NV,Reno,71.94.24.147,38,Hard,bird005,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (5).jpg
697946440,4/1/2015 23:45:24,1604001250,4/1/2015 23:44:55,false,tremorgames,0.7535,31906954,USA,NY,Sharon Springs,70.209.130.10,20,Normal,bird005,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (5).jpg
697946440,4/1/2015 23:46:24,1604003098,4/1/2015 23:45:32,false,clixsense,0.7077,30130805,USA,MI,Wyandotte,63.141.18.150,26,Hard,bird005,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (5).jpg
697946440,4/2/2015 00:11:06,1604048891,4/2/2015 00:09:05,false,clixsense,0.767,9289735,USA,IL,Chicago,69.210.252.212,21,Normal,bird005,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (5).jpg
697946440,4/2/2015 00:23:07,1604072229,4/2/2015 00:21:27,false,neodev,0.7116,31463401,USA,CA,San Jose,50.118.172.133,25,Hard,bird005,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (5).jpg
697946440,4/2/2015 00:44:22,1604094838,4/2/2015 00:42:37,false,instagc,0.6774,31184650,USA,IA,Mason City,173.26.27.82,24,Normal,bird005,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (5).jpg
697946440,4/2/2015 00:46:04,1604095687,4/2/2015 00:41:57,false,gptking,0.6448,31799065,USA,IL,Carbondale,50.45.58.0,27,Normal,bird005,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (5).jpg
697946440,4/2/2015 01:35:57,1604122630,4/2/2015 01:33:58,false,neodev,0.611,29617776,USA,NJ,East Orange,108.50.135.41,36,Normal,bird005,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (5).jpg
697946440,4/2/2015 01:39:28,1604124377,4/2/2015 01:38:24,false,neodev,0.609,31314633,USA,DE,"",108.59.8.208,15,Normal,bird005,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (5).jpg
697946440,4/2/2015 01:42:53,1604126068,4/2/2015 01:42:02,false,clixsense,0.6978,15464647,USA,WA,Vancouver,24.22.58.235,24,Normal,bird005,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (5).jpg
697946440,4/2/2015 01:53:09,1604130571,4/2/2015 01:52:11,false,neodev,0.6888,11291592,USA,MI,Taylor,99.170.106.105,30,Hard,bird005,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (5).jpg
697946440,4/2/2015 01:57:33,1604132849,4/2/2015 01:57:13,false,bitcoinget,0.5327,31256687,USA,NY,Brooklyn,24.146.181.193,20,Hard,bird005,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (5).jpg
697946440,4/2/2015 02:26:36,1604146822,4/2/2015 02:25:23,false,instagc,0.6497,30506788,USA,MO,Springfield,50.81.216.165,25,Normal,bird005,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (5).jpg
697946440,4/2/2015 02:34:34,1604150611,4/2/2015 02:31:58,false,clixsense,0.6378,18053528,USA,CA,Los Angeles,64.203.38.247,31,Normal,bird005,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (5).jpg
697946440,4/2/2015 02:36:24,1604151548,4/2/2015 02:34:09,false,neodev,0.5828,31139768,USA,CA,Laguna Niguel,216.177.129.196,27,Hard,bird005,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (5).jpg
697946440,4/2/2015 02:39:25,1604152741,4/2/2015 02:37:04,false,prodege,0.6733,31142362,USA,MD,Owings Mills,98.233.245.113,21,Easy,bird005,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (5).jpg
697946440,4/2/2015 02:48:56,1604157474,4/2/2015 02:36:05,false,neodev,0.5584,29946110,USA,OH,Barberton,184.56.204.181,25,Easy,bird005,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (5).jpg
697946441,4/2/2015 08:40:21,1604314229,4/2/2015 08:39:53,false,bitcoinget,0.7632,21614812,USA,TX,Houston,73.212.76.209,14,Easy,bird006,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (6).jpg
697946441,4/2/2015 09:49:40,1604339108,4/2/2015 09:48:28,false,instagc,0.6266,21088425,USA,MI,Battle Creek,107.140.176.37,13,Easy,bird006,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (6).jpg
697946441,4/2/2015 11:33:39,1604368520,4/2/2015 11:32:23,false,prodege,0.6228,2034278,USA,NJ,Toms River,24.0.73.168,14,Normal,bird006,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (6).jpg
697946441,4/2/2015 11:45:42,1604370879,4/2/2015 11:44:53,false,meprizescf,0.6487,30341376,USA,CA,Saratoga,107.178.41.159,13,Normal,bird006,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (6).jpg
697946441,4/2/2015 12:26:00,1604379871,4/2/2015 12:23:45,false,points4rewards,0.5805,28755767,USA,VA,Chester,68.57.118.32,13,Easy,bird006,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (6).jpg
697946441,4/2/2015 12:37:19,1604382959,4/2/2015 12:36:09,false,clixsense,0.6745,10319610,USA,OH,Berea,75.118.61.247,13,Normal,bird006,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (6).jpg
697946441,4/2/2015 12:51:24,1604387010,4/2/2015 12:48:47,false,instagc,0.7355,30652435,USA,FL,Fort Myers,98.208.133.253,14,Normal,bird006,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (6).jpg
697946441,4/2/2015 13:34:01,1604400401,4/2/2015 13:31:29,false,clixsense,0.5819,31379566,USA,IL,Crest Hill,75.57.211.106,14,Hard,bird006,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (6).jpg
697946441,4/2/2015 14:01:46,1604409343,4/2/2015 14:01:27,false,bitcoinget,0.5327,31256687,USA,NY,Brooklyn,69.112.8.202,15,Normal,bird006,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (6).jpg
697946441,4/2/2015 14:04:48,1604410132,4/2/2015 14:03:21,false,superrewards,0.6165,24796792,USA,NY,New York,72.80.63.240,14,Normal,bird006,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (6).jpg
697946441,4/2/2015 14:16:17,1604413250,4/2/2015 14:14:42,false,instagc,0.7033,16888714,USA,FL,Davenport,72.64.156.174,14,Normal,bird006,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (6).jpg
697946441,4/2/2015 14:19:29,1604413871,4/2/2015 14:16:47,false,neodev,0.567,30703713,USA,CA,San Jose,198.23.103.206,15,Easy,bird006,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (6).jpg
697946441,4/2/2015 14:25:08,1604415118,4/2/2015 14:21:30,false,prodege,0.6728,2145087,USA,WV,Morgantown,75.151.236.106,15,Normal,bird006,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (6).jpg
697946441,4/2/2015 15:01:22,1604427650,4/2/2015 15:00:21,false,neodev,0.6195,25638993,USA,CA,"",74.11.113.17,14,Easy,bird006,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (6).jpg
697946441,4/2/2015 15:27:43,1604433914,4/2/2015 15:24:57,false,instagc,0.6908,22150704,USA,MN,Chisago City,173.85.21.193,13,Normal,bird006,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (6).jpg
697946441,4/2/2015 16:11:20,1604454864,4/2/2015 16:09:00,false,prodege,0.6259,31282868,USA,"","",174.51.245.30,13,Easy,bird006,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (6).jpg
697946441,4/2/2015 16:22:29,1604458190,4/2/2015 16:20:37,false,clixsense,0.4941,14203754,USA,OH,West Chester,174.101.194.133,13,Easy,bird006,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (6).jpg
697946441,4/2/2015 16:24:36,1604458807,4/2/2015 16:23:05,false,clixsense,0.5899,22578215,USA,NJ,Pitman,173.61.36.5,13,Easy,bird006,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (6).jpg
697946441,4/2/2015 16:37:56,1604462490,4/2/2015 16:35:37,false,superrewards,0.5316,28396934,USA,CA,San Francisco,99.108.138.235,13,Easy,bird006,https://dl.dropboxusercontent.com/u/82816032/test_birds/bird (6).jpg
