_unit_id,_created_at,_canary,_id,_started_at,_channel,_trust,_worker_id,_country,_region,_city,_ip,how_long_is_the_line,how_long_is_the_waiting_time,id,image_url
461170989,5/9/2014 22:11:27,false,1262952042,5/9/2014 22:10:27,cashcrate,1.0,22084320,USA,TX,Devine,108.218.193.27,medium,40 minutes,line02,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_02.jpg
461170989,5/9/2014 22:12:52,false,1262952855,5/9/2014 22:12:28,instagc,1,19093533,USA,KY,Erlanger,74.136.224.106,crazy,30 minutes,line02,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_02.jpg
461170989,5/9/2014 22:28:46,false,1262962395,5/9/2014 22:28:24,instagc,1.0,26852700,USA,CA,San Francisco,99.112.70.66,Too long.,About 20 minutes.,line02,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_02.jpg
461170989,5/9/2014 23:09:04,false,1262985923,5/9/2014 23:08:37,gptking,1.0,22893964,USA,IL,West Frankfort,173.25.210.76,long,long,line02,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_02.jpg
461170989,5/10/2014 00:18:52,false,1263021605,5/10/2014 00:18:44,eup_slw,1.0,17973743,USA,"","",50.182.204.196,long as hell,long as hell,line02,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_02.jpg
461170990,5/9/2014 20:55:50,false,1262896647,5/9/2014 20:55:31,instagc,1.0,25569616,USA,OR,Coos Bay,71.94.239.74,long,20 minutes,line03,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_03.jpg
461170990,5/9/2014 21:21:37,false,1262917318,5/9/2014 21:21:16,instagc,1.0,22967869,USA,VA,Portsmouth,72.218.206.61,Fairly long,Maybe 10 minutes,line03,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_03.jpg
461170990,5/9/2014 21:22:31,false,1262918038,5/9/2014 21:21:58,neodev,1.0,17484496,USA,AZ,Tempe,184.95.55.22,NA,NA,line03,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_03.jpg
461170990,5/9/2014 21:24:12,false,1262919380,5/9/2014 21:23:20,bitcoinget,1.0,22825112,USA,DE,Wilmington,173.49.120.86,very long,20 min,line03,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_03.jpg
461170990,5/9/2014 21:47:49,false,1262936901,5/9/2014 21:47:24,cashcrate,1.0,26404847,USA,HI,Waipahu,70.95.131.43,100 people,1 hour,line03,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_03.jpg
461170990,5/9/2014 22:11:27,false,1262952040,5/9/2014 22:10:27,cashcrate,1.0,22084320,USA,TX,Devine,108.218.193.27,very long,3 hours,line03,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_03.jpg
461170990,5/9/2014 22:26:12,false,1262960846,5/9/2014 22:23:10,instagc,1.0,26852700,USA,CA,San Francisco,99.112.70.66,Very long.,About an hour.,line03,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_03.jpg
461170990,5/9/2014 23:09:23,false,1262986083,5/9/2014 23:09:05,gptking,1.0,22893964,USA,IL,West Frankfort,173.25.210.76,long,long,line03,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_03.jpg
461170990,5/10/2014 00:18:43,false,1263021537,5/10/2014 00:18:25,eup_slw,1.0,17973743,USA,"","",50.182.204.196,long as hell,long as hell,line03,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_03.jpg
461170990,5/10/2014 01:27:43,false,1263055217,5/10/2014 01:25:53,instagc,1,12962344,USA,"","",72.133.208.80,"The line is pretty long, 30 to 50 people waiting.",Probably 45 minutes to an hour.,line03,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_03.jpg
461170991,5/9/2014 20:55:14,false,1262896218,5/9/2014 20:54:57,instagc,1.0,25569616,USA,OR,Coos Bay,71.94.239.74,short,5minutes,line04,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_04.jpg
461170991,5/9/2014 21:10:12,false,1262908417,5/9/2014 21:07:41,probux,1.0,19105271,USA,"","",149.71.153.33,Only a dozen people,there will be not a lot to expect,line04,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_04.jpg
461170991,5/9/2014 21:21:37,false,1262917316,5/9/2014 21:21:16,instagc,1.0,22967869,USA,VA,Portsmouth,72.218.206.61,Not too bad,A couple of minutes,line04,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_04.jpg
461170991,5/9/2014 21:22:44,false,1262918180,5/9/2014 21:22:33,neodev,1.0,17484496,USA,AZ,Tempe,184.95.55.22,NA,NA,line04,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_04.jpg
461170991,5/9/2014 21:27:03,false,1262921616,5/9/2014 21:25:31,bitcoinget,1.0,22825112,USA,DE,Wilmington,173.49.120.86,10 people,10 minutes,line04,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_04.jpg
461170991,5/9/2014 21:29:36,false,1262923556,5/9/2014 21:28:30,fusioncash,1,10190857,USA,OH,Wilmington,50.41.206.13,A few people long.,Not too long.,line04,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_04.jpg
461170991,5/9/2014 21:46:08,false,1262935668,5/9/2014 21:45:19,cashcrate,1.0,26404847,USA,HI,Waipahu,70.95.131.43,10 in line,1 hour,line04,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_04.jpg
461170991,5/9/2014 22:12:08,false,1262952439,5/9/2014 22:11:51,cashcrate,1.0,22084320,USA,TX,Devine,108.218.193.27,short,15 minutes,line04,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_04.jpg
461170991,5/9/2014 22:13:03,false,1262952980,5/9/2014 22:12:52,instagc,1.0,19093533,USA,KY,Erlanger,74.136.224.106,not too bad,15 minutes,line04,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_04.jpg
461170991,5/9/2014 22:21:53,false,1262958321,5/9/2014 22:20:24,instagc,1.0,26852700,USA,CA,San Francisco,99.112.70.66,Long.,An hour,line04,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_04.jpg
461170992,5/9/2014 20:55:27,false,1262896350,5/9/2014 20:55:15,instagc,1.0,25569616,USA,OR,Coos Bay,71.94.239.74,very long,30 minutes,line05,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_05.jpg
461170992,5/9/2014 21:05:33,false,1262904957,5/9/2014 21:02:53,probux,1.0,19105271,USA,"","",149.71.153.33,It's very long,I think two hours,line05,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_05.jpg
461170992,5/9/2014 21:22:44,false,1262918178,5/9/2014 21:22:28,instagc,1.0,22967869,USA,VA,Portsmouth,72.218.206.61,Way too long,Over an hour,line05,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_05.jpg
461170992,5/9/2014 21:23:36,false,1262918927,5/9/2014 21:23:27,neodev,1.0,17484496,USA,AZ,Tempe,184.95.55.22,NA,NA,line05,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_05.jpg
461170992,5/9/2014 21:24:12,false,1262919389,5/9/2014 21:23:20,bitcoinget,1.0,22825112,USA,DE,Wilmington,173.49.120.86,very long,1 hour,line05,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_05.jpg
461170992,5/9/2014 21:30:22,false,1262924061,5/9/2014 21:29:37,fusioncash,1.0,10190857,USA,OH,Wilmington,50.41.206.13,Quite a big line!,"Maybe, a couple of hours.",line05,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_05.jpg
461170992,5/9/2014 21:46:45,false,1262936026,5/9/2014 21:46:08,cashcrate,1.0,26404847,USA,HI,Waipahu,70.95.131.43,around 50 people,2 hours,line05,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_05.jpg
461170992,5/9/2014 22:10:27,false,1262951333,5/9/2014 22:10:09,cashcrate,1.0,22084320,USA,TX,Devine,108.218.193.27,very long,5 hours,line05,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_05.jpg
461170992,5/9/2014 22:26:12,false,1262960845,5/9/2014 22:23:10,instagc,1.0,26852700,USA,CA,San Francisco,99.112.70.66,Too long.,About a few hours.,line05,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_05.jpg
461170992,5/9/2014 23:58:58,false,1263011258,5/9/2014 23:58:48,gptking,1.0,22893964,USA,IL,West Frankfort,173.25.210.76,long,long,line05,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_05.jpg
461170993,5/9/2014 20:56:13,false,1262896924,5/9/2014 20:56:06,instagc,1.0,25569616,USA,OR,Coos Bay,71.94.239.74,short,5 minutes,line06,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_06.jpg
461170993,5/9/2014 21:22:44,false,1262918179,5/9/2014 21:22:28,instagc,1.0,22967869,USA,VA,Portsmouth,72.218.206.61,Not too bad,Couple of minutes,line06,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_06.jpg
461170993,5/9/2014 21:23:05,false,1262918510,5/9/2014 21:22:56,neodev,1.0,17484496,USA,AZ,Tempe,184.95.55.22,NA,NA,line06,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_06.jpg
461170993,5/9/2014 21:23:20,false,1262918729,5/9/2014 21:22:08,bitcoinget,1.0,22825112,USA,DE,Wilmington,173.49.120.86,6 people,12 minutes,line06,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_06.jpg
461170993,5/9/2014 21:28:29,false,1262922719,5/9/2014 21:25:16,fusioncash,1.0,10190857,USA,OH,Wilmington,50.41.206.13,Very long.,Maybe 10 minutes or more.,line06,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_06.jpg
461170993,5/9/2014 21:46:08,false,1262935702,5/9/2014 21:45:19,cashcrate,1.0,26404847,USA,HI,Waipahu,70.95.131.43,6 people in line,30 minutes,line06,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_06.jpg
461170993,5/9/2014 22:11:51,false,1262952288,5/9/2014 22:11:27,cashcrate,1.0,22084320,USA,TX,Devine,108.218.193.27,short,15 minutes,line06,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_06.jpg
461170993,5/9/2014 22:12:52,false,1262952844,5/9/2014 22:12:28,instagc,1.0,19093533,USA,KY,Erlanger,74.136.224.106,sort,7 minutes,line06,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_06.jpg
461170993,5/9/2014 22:21:53,false,1262958336,5/9/2014 22:20:24,instagc,1.0,26852700,USA,CA,San Francisco,99.112.70.66,Long.,About 10 minutes.,line06,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_06.jpg
461170993,5/9/2014 23:58:48,false,1263011209,5/9/2014 23:56:55,gptking,1.0,22893964,USA,IL,West Frankfort,173.25.210.76,short,short,line06,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_06.jpg
461170994,5/9/2014 20:54:57,false,1262895979,5/9/2014 20:54:38,instagc,1.0,25569616,USA,OR,Coos Bay,71.94.239.74,long,20 minutes,line07,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_07.jpg
461170994,5/9/2014 21:05:33,false,1262904954,5/9/2014 21:02:53,probux,1.0,19105271,USA,"","",149.71.153.33,The line is too long,I think you will stay here for long time,line07,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_07.jpg
461170994,5/9/2014 21:22:28,false,1262918014,5/9/2014 21:21:52,instagc,1.0,22967869,USA,VA,Portsmouth,72.218.206.61,Pretty long,Like 20 minutes,line07,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_07.jpg
461170994,5/9/2014 21:23:05,false,1262918471,5/9/2014 21:22:56,neodev,1.0,17484496,USA,AZ,Tempe,184.95.55.22,NA,NA,line07,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_07.jpg
461170994,5/9/2014 21:27:41,false,1262922106,5/9/2014 21:27:03,bitcoinget,1.0,22825112,USA,DE,Wilmington,173.49.120.86,a dozen people,15 min,line07,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_07.jpg
461170994,5/9/2014 21:46:45,false,1262936028,5/9/2014 21:46:08,cashcrate,1.0,26404847,USA,HI,Waipahu,70.95.131.43,30 people,2 hours,line07,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_07.jpg
461170994,5/9/2014 22:07:03,false,1262949360,5/9/2014 22:04:18,cashcrate,1.0,22084320,USA,TX,Devine,108.218.193.27,long,two hours,line07,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_07.jpg
461170994,5/9/2014 22:20:23,false,1262957391,5/9/2014 22:16:18,instagc,1.0,26852700,USA,CA,San Francisco,99.112.70.66,Very long,More than an hour,line07,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_07.jpg
461170994,5/9/2014 23:09:23,false,1262986086,5/9/2014 23:09:05,gptking,1.0,22893964,USA,IL,West Frankfort,173.25.210.76,long,long,line07,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_07.jpg
461170994,5/10/2014 00:18:57,false,1263021665,5/10/2014 00:18:53,eup_slw,1.0,17973743,USA,"","",50.182.204.196,long as hell,long as hell,line07,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_07.jpg
461170995,5/9/2014 20:56:06,false,1262896860,5/9/2014 20:55:51,instagc,1.0,25569616,USA,OR,Coos Bay,71.94.239.74,short,5 minutes,line08,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_08.jpg
461170995,5/9/2014 21:07:40,false,1262906569,5/9/2014 21:05:34,probux,1.0,19105271,USA,"","",149.71.153.33,It's not so long,About 10 minutes,line08,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_08.jpg
461170995,5/9/2014 21:21:15,false,1262917069,5/9/2014 21:20:30,instagc,1.0,22967869,USA,VA,Portsmouth,72.218.206.61,Not too bad,5 minutes or so,line08,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_08.jpg
461170995,5/9/2014 21:22:44,false,1262918181,5/9/2014 21:22:33,neodev,1.0,17484496,USA,AZ,Tempe,184.95.55.22,NA,NA,line08,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_08.jpg
461170995,5/9/2014 21:24:31,false,1262919680,5/9/2014 21:24:12,bitcoinget,1.0,22825112,USA,DE,Wilmington,173.49.120.86,5 people,5 min,line08,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_08.jpg
461170995,5/9/2014 21:29:36,false,1262923550,5/9/2014 21:28:30,fusioncash,1.0,10190857,USA,OH,Wilmington,50.41.206.13,Quite long.,A little wait.,line08,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_08.jpg
461170995,5/9/2014 21:47:23,false,1262936512,5/9/2014 21:47:00,cashcrate,1.0,26404847,USA,HI,Waipahu,70.95.131.43,5,30 minutes,line08,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_08.jpg
461170995,5/9/2014 22:10:08,false,1262951137,5/9/2014 22:07:03,cashcrate,1.0,22084320,USA,TX,Devine,108.218.193.27,short,30 minutes,line08,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_08.jpg
461170995,5/9/2014 22:12:28,false,1262952592,5/9/2014 22:11:39,instagc,1.0,19093533,USA,KY,Erlanger,74.136.224.106,short,5 minutes,line08,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_08.jpg
461170995,5/9/2014 22:20:23,false,1262957392,5/9/2014 22:16:18,instagc,1.0,26852700,USA,CA,San Francisco,99.112.70.66,Not very long.,A few minutes.,line08,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_08.jpg
461170996,5/9/2014 20:55:50,false,1262896648,5/9/2014 20:55:31,instagc,1.0,25569616,USA,OR,Coos Bay,71.94.239.74,long,30 minutes,line09,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_09.jpg
461170996,5/9/2014 21:22:31,false,1262918040,5/9/2014 21:21:58,neodev,1.0,17484496,USA,AZ,Tempe,184.95.55.22,NA,NA,line09,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_09.jpg
461170996,5/9/2014 21:23:06,false,1262918517,5/9/2014 21:22:44,instagc,1.0,22967869,USA,VA,Portsmouth,72.218.206.61,Too long,Probably a half hour,line09,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_09.jpg
461170996,5/9/2014 21:23:20,false,1262918731,5/9/2014 21:22:08,bitcoinget,1.0,22825112,USA,DE,Wilmington,173.49.120.86,very long,40 min,line09,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_09.jpg
461170996,5/9/2014 21:28:29,false,1262922712,5/9/2014 21:25:16,fusioncash,1.0,10190857,USA,OH,Wilmington,50.41.206.13,It goes on for miles!,Let's just say that I probably won't be home tonight!,line09,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_09.jpg
461170996,5/9/2014 21:48:01,false,1262937031,5/9/2014 21:47:49,cashcrate,1.0,26404847,USA,HI,Waipahu,70.95.131.43,300 people,1 hour,line09,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_09.jpg
461170996,5/9/2014 22:10:08,false,1262951138,5/9/2014 22:07:03,cashcrate,1.0,22084320,USA,TX,Devine,108.218.193.27,long,3 hours,line09,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_09.jpg
461170996,5/9/2014 22:12:28,false,1262952604,5/9/2014 22:11:39,instagc,1.0,19093533,USA,KY,Erlanger,74.136.224.106,really long,1 hour,line09,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_09.jpg
461170996,5/9/2014 22:23:09,false,1262958972,5/9/2014 22:21:54,instagc,1.0,26852700,USA,CA,San Francisco,99.112.70.66,"Very, very long.",More than an hour.,line09,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_09.jpg
461170996,5/9/2014 23:58:48,false,1263011208,5/9/2014 23:56:55,gptking,1.0,22893964,USA,IL,West Frankfort,173.25.210.76,long,long,line09,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_09.jpg
461170997,5/9/2014 20:56:06,false,1262896859,5/9/2014 20:55:51,instagc,1.0,25569616,USA,OR,Coos Bay,71.94.239.74,very long,an hour,line10,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_10.jpg
461170997,5/9/2014 21:21:15,false,1262917089,5/9/2014 21:20:30,instagc,1.0,22967869,USA,VA,Portsmouth,72.218.206.61,Very long,Probably over an hour,line10,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_10.jpg
461170997,5/9/2014 21:23:27,false,1262918840,5/9/2014 21:23:05,neodev,1.0,17484496,USA,AZ,Tempe,184.95.55.22,NA,NA,line10,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_10.jpg
461170997,5/9/2014 21:25:31,false,1262920493,5/9/2014 21:24:31,bitcoinget,1.0,22825112,USA,DE,Wilmington,173.49.120.86,thousands,2 hours,line10,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_10.jpg
461170997,5/9/2014 21:46:59,false,1262936210,5/9/2014 21:46:46,cashcrate,1.0,26404847,USA,HI,Waipahu,70.95.131.43,1000 people,5 hours,line10,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_10.jpg
461170997,5/9/2014 22:07:03,false,1262949363,5/9/2014 22:04:18,cashcrate,1.0,22084320,USA,TX,Devine,108.218.193.27,very long,five hours,line10,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_10.jpg
461170997,5/9/2014 22:28:23,false,1262962077,5/9/2014 22:26:13,instagc,1.0,26852700,USA,CA,San Francisco,99.112.70.66,Too long and too crowded.,Forever.,line10,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_10.jpg
461170997,5/9/2014 23:09:34,false,1262986188,5/9/2014 23:09:24,gptking,1.0,22893964,USA,IL,West Frankfort,173.25.210.76,long,long,line10,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_10.jpg
461170997,5/10/2014 00:18:52,false,1263021645,5/10/2014 00:18:44,eup_slw,1.0,17973743,USA,"","",50.182.204.196,long as hell,long as hell,line10,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_10.jpg
461170997,5/10/2014 01:27:43,false,1263055216,5/10/2014 01:25:53,instagc,1.0,12962344,USA,"","",72.133.208.80,The line is extremely long with hundreds of people waiting.,We will be waiting for hours.,line10,https://dl.dropboxusercontent.com/u/82816032/img_tasks/line_10.jpg
