_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,in_what_percentage_the_running_machines_are_available_unoccupied_in_the_image,the_difficulty_of_this_task_is,id,image_url
575325999,10/19/2014 04:19:37,1435318607,10/19/2014 04:08:53,false,clixsense,0.6478,8108990,USA,WA,Bothell,50.46.244.34,60,Normal,percent02,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201344.jpg
575325999,10/19/2014 04:45:42,1435332466,10/19/2014 04:39:23,false,instagc,0.6315,19636746,USA,NY,Bloomfield,192.182.222.243,25,Normal,percent02,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201344.jpg
575325999,10/19/2014 04:59:14,1435339850,10/19/2014 04:58:31,false,fusioncash,0.2835,22134305,USA,PA,York,50.149.9.75,50,Hard,percent02,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201344.jpg
575325999,10/19/2014 05:09:55,1435346027,10/19/2014 05:08:34,false,instagc,0.5727,19378092,USA,PA,Lancaster,73.175.60.41,20,Hard,percent02,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201344.jpg
575325999,10/19/2014 05:22:15,1435352971,10/19/2014 05:21:46,false,instagc,0.6603,21662777,USA,NM,Farmington,68.35.120.152,35,Normal,percent02,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201344.jpg
575325999,10/19/2014 05:28:17,1435356128,10/19/2014 05:23:27,false,points4rewards,0.6039,20113482,USA,"","",72.168.130.231,10,Normal,percent02,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201344.jpg
575326000,10/19/2014 03:59:17,1435305689,10/19/2014 03:58:18,false,clixsense,0.7233,15464647,USA,WA,Vancouver,24.21.91.86,15,Easy,percent03,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201351.jpg
575326000,10/19/2014 03:59:47,1435306067,10/19/2014 03:58:43,false,instagc,0.7186,18871611,USA,IN,Noblesville,73.176.62.236,21,Normal,percent03,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201351.jpg
575326000,10/19/2014 04:01:59,1435307705,10/19/2014 04:01:16,false,clixsense,0.4544,28655815,USA,VA,Manassas,207.244.77.16,20,Easy,percent03,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201351.jpg
575326000,10/19/2014 04:15:49,1435316469,10/19/2014 04:14:45,false,instagc,0.5336,18386513,USA,TN,Knoxville,98.70.105.203,20,Hard,percent03,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201351.jpg
575326000,10/19/2014 04:31:42,1435325188,10/19/2014 04:30:52,false,instagc,0.6315,19636746,USA,NY,Bloomfield,192.182.222.243,10,Normal,percent03,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201351.jpg
575326000,10/19/2014 04:58:30,1435339412,10/19/2014 04:57:34,false,fusioncash,0.2835,22134305,USA,PA,York,50.149.9.75,50,Hard,percent03,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201351.jpg
575326000,10/19/2014 05:17:42,1435350016,10/19/2014 05:17:08,false,instagc,0.6603,21662777,USA,NM,Farmington,68.35.120.152,30,Normal,percent03,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201351.jpg
575326000,10/19/2014 05:23:28,1435353736,10/19/2014 04:57:40,false,clixsense,0.6478,8108990,USA,WA,Bothell,50.46.244.34,60,Normal,percent03,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201351.jpg
575326000,10/19/2014 05:23:44,1435353854,10/19/2014 05:22:35,false,instagc,0.5727,19378092,USA,PA,Lancaster,73.175.60.41,25,Easy,percent03,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201351.jpg
575326000,10/19/2014 05:44:58,1435364795,10/19/2014 05:26:24,false,meprizescf,0.5421,20411346,USA,GA,Fitzgerald,71.28.47.46,30,Normal,percent03,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201351.jpg
575326001,10/19/2014 03:58:16,1435304954,10/19/2014 03:57:32,false,clixsense,0.7233,15464647,USA,WA,Vancouver,24.21.91.86,10,Normal,percent04,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201457.jpg
575326001,10/19/2014 04:04:39,1435309686,10/19/2014 04:03:18,false,instagc,0.5336,18386513,USA,TN,Knoxville,98.70.105.203,30,Hard,percent04,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201457.jpg
575326001,10/19/2014 04:05:40,1435310511,10/19/2014 04:05:13,false,instagc,0.7186,18871611,USA,IN,Noblesville,73.176.62.236,15,Normal,percent04,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201457.jpg
575326001,10/19/2014 04:13:15,1435315040,10/19/2014 04:12:40,false,clixsense,0.4544,28655815,USA,VA,Manassas,209.58.128.135,25,Normal,percent04,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201457.jpg
575326001,10/19/2014 04:39:22,1435329296,10/19/2014 04:38:42,false,instagc,0.6315,19636746,USA,NY,Bloomfield,192.182.222.243,20,Normal,percent04,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201457.jpg
575326001,10/19/2014 05:06:02,1435343952,10/19/2014 05:05:28,false,fusioncash,0.2835,22134305,USA,PA,York,50.149.9.75,50,Normal,percent04,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201457.jpg
575326001,10/19/2014 05:18:54,1435350750,10/19/2014 05:18:21,false,instagc,0.6603,21662777,USA,NM,Farmington,68.35.120.152,30,Normal,percent04,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201457.jpg
575326001,10/19/2014 05:22:34,1435353223,10/19/2014 05:18:24,false,instagc,0.5727,19378092,USA,PA,Lancaster,73.175.60.41,40,Normal,percent04,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201457.jpg
575326001,10/19/2014 05:22:56,1435353426,10/19/2014 05:21:38,false,meprizescf,0.5421,20411346,USA,GA,Fitzgerald,71.28.47.46,25,Normal,percent04,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201457.jpg
575326001,10/19/2014 05:24:38,1435354480,10/19/2014 05:23:29,false,clixsense,0.6478,8108990,USA,WA,Bothell,50.46.244.34,70,Normal,percent04,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201457.jpg
575326002,10/19/2014 04:01:17,1435307045,10/19/2014 04:00:42,false,instagc,0.7186,18871611,USA,IN,Noblesville,73.176.62.236,24,Hard,percent05,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201614.jpg
575326002,10/19/2014 04:06:15,1435310804,10/19/2014 04:04:40,false,instagc,0.5336,18386513,USA,TN,Knoxville,98.70.105.203,30,Normal,percent05,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201614.jpg
575326002,10/19/2014 04:06:53,1435311199,10/19/2014 04:06:23,false,clixsense,0.7233,15464647,USA,WA,Vancouver,24.21.91.86,15,Normal,percent05,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201614.jpg
575326002,10/19/2014 04:12:37,1435314611,10/19/2014 04:11:39,false,clixsense,0.4544,28655815,USA,VA,Manassas,209.58.128.135,25,Easy,percent05,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201614.jpg
575326002,10/19/2014 04:25:06,1435321734,10/19/2014 04:24:30,false,prodege,0.7711,12274848,USA,CA,Riverside,108.93.77.239,45,Normal,percent05,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201614.jpg
575326002,10/19/2014 04:37:48,1435328489,10/19/2014 04:36:54,false,instagc,0.6315,19636746,USA,NY,Bloomfield,192.182.222.243,20,Normal,percent05,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201614.jpg
575326002,10/19/2014 04:48:53,1435334121,10/19/2014 04:40:42,false,clixsense,0.6478,8108990,USA,WA,Bothell,50.46.244.34,50,Normal,percent05,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201614.jpg
575326002,10/19/2014 05:01:01,1435340942,10/19/2014 05:00:31,false,fusioncash,0.2835,22134305,USA,PA,York,50.149.9.75,50,Normal,percent05,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201614.jpg
575326002,10/19/2014 05:05:55,1435343917,10/19/2014 05:03:43,false,points4rewards,0.6039,20113482,USA,"","",72.168.128.44,45,Normal,percent05,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201614.jpg
575326002,10/19/2014 05:08:33,1435345303,10/19/2014 05:05:53,false,instagc,0.5727,19378092,USA,PA,Lancaster,73.175.60.41,5,Hard,percent05,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201614.jpg
575326003,10/19/2014 04:06:13,1435310785,10/19/2014 04:05:41,false,instagc,0.7186,18871611,USA,IN,Noblesville,73.176.62.236,15,Normal,percent06,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201645.jpg
575326003,10/19/2014 04:07:15,1435311358,10/19/2014 04:06:55,false,clixsense,0.7233,15464647,USA,WA,Vancouver,24.21.91.86,25,Normal,percent06,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201645.jpg
575326003,10/19/2014 04:08:33,1435312209,10/19/2014 04:07:32,false,instagc,0.5336,18386513,USA,TN,Knoxville,98.70.105.203,20,Easy,percent06,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201645.jpg
575326003,10/19/2014 04:12:37,1435314609,10/19/2014 04:11:39,false,clixsense,0.4544,28655815,USA,VA,Manassas,209.58.128.135,25,Easy,percent06,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201645.jpg
575326003,10/19/2014 04:34:11,1435326580,10/19/2014 04:33:14,false,instagc,0.6315,19636746,USA,NY,Bloomfield,192.182.222.243,20,Normal,percent06,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201645.jpg
575326003,10/19/2014 04:40:40,1435329804,10/19/2014 04:33:11,false,clixsense,0.6478,8108990,USA,WA,Bothell,50.46.244.34,50,Normal,percent06,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201645.jpg
575326003,10/19/2014 04:58:30,1435339410,10/19/2014 04:57:34,false,fusioncash,0.2835,22134305,USA,PA,York,50.149.9.75,50,Hard,percent06,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201645.jpg
575326003,10/19/2014 05:20:37,1435351879,10/19/2014 05:20:03,false,instagc,0.6603,21662777,USA,NM,Farmington,68.35.120.152,20,Normal,percent06,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201645.jpg
575326003,10/19/2014 05:24:55,1435354623,10/19/2014 05:23:45,false,instagc,0.5727,19378092,USA,PA,Lancaster,73.175.60.41,15,Normal,percent06,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201645.jpg
575326003,10/19/2014 05:48:28,1435366570,10/19/2014 05:28:21,false,points4rewards,0.6039,20113482,USA,"","",72.168.128.228,20,Normal,percent06,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201645.jpg
575326004,10/19/2014 03:57:14,1435304219,10/19/2014 03:55:44,false,instagc,0.7186,18871611,USA,IN,Noblesville,73.176.62.236,25,Hard,percent07,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201717.jpg
575326004,10/19/2014 04:09:11,1435312575,10/19/2014 04:08:48,false,clixsense,0.7233,15464647,USA,WA,Vancouver,24.21.91.86,15,Normal,percent07,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201717.jpg
575326004,10/19/2014 04:12:37,1435314606,10/19/2014 04:11:39,false,clixsense,0.4544,28655815,USA,VA,Manassas,209.58.128.135,25,Easy,percent07,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201717.jpg
575326004,10/19/2014 04:15:49,1435316467,10/19/2014 04:14:45,false,instagc,0.5336,18386513,USA,TN,Knoxville,98.70.105.203,20,Easy,percent07,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201717.jpg
575326004,10/19/2014 04:35:03,1435327046,10/19/2014 04:34:13,false,instagc,0.6315,19636746,USA,NY,Bloomfield,192.182.222.243,40,Normal,percent07,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201717.jpg
575326004,10/19/2014 04:48:53,1435334111,10/19/2014 04:40:42,false,clixsense,0.6478,8108990,USA,WA,Bothell,50.46.244.34,50,Normal,percent07,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201717.jpg
575326004,10/19/2014 05:02:50,1435342081,10/19/2014 05:02:10,false,fusioncash,0.2835,22134305,USA,PA,York,50.149.9.75,50,Normal,percent07,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201717.jpg
575326004,10/19/2014 05:16:58,1435349601,10/19/2014 05:15:55,false,instagc,0.5727,19378092,USA,PA,Lancaster,73.175.60.41,12,Normal,percent07,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201717.jpg
575326004,10/19/2014 05:18:19,1435350377,10/19/2014 05:17:44,false,instagc,0.6603,21662777,USA,NM,Farmington,68.35.120.152,20,Normal,percent07,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201717.jpg
575326004,10/19/2014 05:44:58,1435364792,10/19/2014 05:26:24,false,meprizescf,0.5421,20411346,USA,GA,Fitzgerald,71.28.47.46,35,Normal,percent07,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201717.jpg
575326005,10/19/2014 03:58:09,1435304870,10/19/2014 03:54:31,false,clixsense,0.4544,28655815,USA,VA,Manassas,207.244.77.16,26,Normal,percent08,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201806.jpg
575326005,10/19/2014 04:02:09,1435307891,10/19/2014 04:01:18,false,instagc,0.7186,18871611,USA,IN,Noblesville,73.176.62.236,25,Normal,percent08,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201806.jpg
575326005,10/19/2014 04:04:37,1435309651,10/19/2014 03:57:58,false,clixsense,0.6478,8108990,USA,WA,Bothell,50.46.244.34,60,Hard,percent08,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201806.jpg
575326005,10/19/2014 04:07:38,1435311667,10/19/2014 04:07:16,false,clixsense,0.7233,15464647,USA,WA,Vancouver,24.21.91.86,10,Normal,percent08,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201806.jpg
575326005,10/19/2014 04:12:09,1435314415,10/19/2014 04:11:03,false,instagc,0.5336,18386513,USA,TN,Knoxville,98.70.105.203,20,Easy,percent08,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201806.jpg
575326005,10/19/2014 04:36:51,1435328071,10/19/2014 04:35:55,false,instagc,0.6315,19636746,USA,NY,Bloomfield,192.182.222.243,10,Normal,percent08,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201806.jpg
575326005,10/19/2014 04:58:30,1435339413,10/19/2014 04:57:34,false,fusioncash,0.2835,22134305,USA,PA,York,50.149.9.75,50,Normal,percent08,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201806.jpg
575326005,10/19/2014 05:16:58,1435349602,10/19/2014 05:15:55,false,instagc,0.5727,19378092,USA,PA,Lancaster,73.175.60.41,5,Normal,percent08,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201806.jpg
575326005,10/19/2014 05:20:37,1435351880,10/19/2014 05:20:03,false,instagc,0.6603,21662777,USA,NM,Farmington,68.35.120.152,25,Normal,percent08,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201806.jpg
575326005,10/19/2014 05:22:56,1435353421,10/19/2014 05:21:38,false,meprizescf,0.5421,20411346,USA,GA,Fitzgerald,71.28.47.46,30,Normal,percent08,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201806.jpg
575326006,10/19/2014 04:07:59,1435311884,10/19/2014 04:06:14,false,instagc,0.7186,18871611,USA,IN,Noblesville,73.176.62.236,22,Normal,percent09,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201901.jpg
575326006,10/19/2014 04:09:11,1435312572,10/19/2014 04:08:48,false,clixsense,0.7233,15464647,USA,WA,Vancouver,24.21.91.86,10,Normal,percent09,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201901.jpg
575326006,10/19/2014 04:09:43,1435312931,10/19/2014 04:08:35,false,instagc,0.5336,18386513,USA,TN,Knoxville,98.70.105.203,10,Hard,percent09,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201901.jpg
575326006,10/19/2014 04:13:15,1435315042,10/19/2014 04:12:40,false,clixsense,0.4544,28655815,USA,VA,Manassas,209.58.128.135,25,Easy,percent09,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201901.jpg
575326006,10/19/2014 04:19:37,1435318606,10/19/2014 04:08:53,false,clixsense,0.6478,8108990,USA,WA,Bothell,50.46.244.34,50,Normal,percent09,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201901.jpg
575326006,10/19/2014 04:34:11,1435326579,10/19/2014 04:33:14,false,instagc,0.6315,19636746,USA,NY,Bloomfield,192.182.222.243,15,Normal,percent09,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201901.jpg
575326006,10/19/2014 04:40:26,1435329692,10/19/2014 04:21:07,false,points4rewards,0.6039,20113482,USA,"","",72.168.130.170,60,Normal,percent09,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201901.jpg
575326006,10/19/2014 05:05:26,1435343641,10/19/2014 05:04:50,false,fusioncash,0.2835,22134305,USA,PA,York,50.149.9.75,50,Hard,percent09,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201901.jpg
575326006,10/19/2014 05:19:28,1435351097,10/19/2014 05:18:55,false,instagc,0.6603,21662777,USA,NM,Farmington,68.35.120.152,20,Normal,percent09,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201901.jpg
575326006,10/19/2014 05:22:56,1435353425,10/19/2014 05:21:38,false,meprizescf,0.5421,20411346,USA,GA,Fitzgerald,71.28.47.46,20,Easy,percent09,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_201901.jpg
575326007,10/19/2014 04:01:14,1435307023,10/19/2014 04:00:25,false,clixsense,0.4544,28655815,USA,VA,Manassas,207.244.77.16,25,Easy,percent10,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_202029.jpg
575326007,10/19/2014 04:07:59,1435311883,10/19/2014 04:06:14,false,instagc,0.7186,18871611,USA,IN,Noblesville,73.176.62.236,21,Easy,percent10,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_202029.jpg
575326007,10/19/2014 04:08:47,1435312410,10/19/2014 04:08:12,false,clixsense,0.7233,15464647,USA,WA,Vancouver,24.21.91.86,10,Normal,percent10,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_202029.jpg
575326007,10/19/2014 04:08:52,1435312455,10/19/2014 04:07:02,false,clixsense,0.6478,8108990,USA,WA,Bothell,50.46.244.34,40,Normal,percent10,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_202029.jpg
575326007,10/19/2014 04:11:02,1435313849,10/19/2014 04:09:45,false,instagc,0.5336,18386513,USA,TN,Knoxville,98.70.105.203,25,Normal,percent10,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_202029.jpg
575326007,10/19/2014 04:37:48,1435328487,10/19/2014 04:36:54,false,instagc,0.6315,19636746,USA,NY,Bloomfield,192.182.222.243,20,Normal,percent10,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_202029.jpg
575326007,10/19/2014 05:06:02,1435343953,10/19/2014 05:05:28,false,fusioncash,0.2835,22134305,USA,PA,York,50.149.9.75,50,Normal,percent10,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_202029.jpg
575326007,10/19/2014 05:11:42,1435346856,10/19/2014 05:09:56,false,instagc,0.5727,19378092,USA,PA,Lancaster,73.175.60.41,30,Normal,percent10,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_202029.jpg
575326007,10/19/2014 05:22:15,1435352969,10/19/2014 05:21:46,false,instagc,0.6603,21662777,USA,NM,Farmington,68.35.120.152,25,Normal,percent10,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_202029.jpg
575326007,10/19/2014 05:50:52,1435367848,10/19/2014 05:45:00,false,meprizescf,0.5421,20411346,USA,GA,Fitzgerald,71.28.47.46,36,Normal,percent10,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_202029.jpg
575326008,10/19/2014 03:59:17,1435305688,10/19/2014 03:58:18,false,clixsense,0.7233,15464647,USA,WA,Vancouver,24.21.91.86,20,Normal,percent11,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_202034.jpg
575326008,10/19/2014 04:01:49,1435307553,10/19/2014 04:00:27,false,instagc,0.5336,18386513,USA,TN,Knoxville,98.70.105.203,20,Easy,percent11,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_202034.jpg
575326008,10/19/2014 04:04:38,1435309674,10/19/2014 04:03:54,false,instagc,0.7186,18871611,USA,IN,Noblesville,73.176.62.236,21,Normal,percent11,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_202034.jpg
575326008,10/19/2014 04:04:42,1435309725,10/19/2014 04:02:02,false,clixsense,0.4544,28655815,USA,VA,Manassas,207.244.77.16,25,Easy,percent11,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_202034.jpg
575326008,10/19/2014 04:19:37,1435318603,10/19/2014 04:08:53,false,clixsense,0.6478,8108990,USA,WA,Bothell,50.46.244.34,50,Normal,percent11,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_202034.jpg
575326008,10/19/2014 04:34:11,1435326578,10/19/2014 04:33:14,false,instagc,0.6315,19636746,USA,NY,Bloomfield,192.182.222.243,15,Normal,percent11,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_202034.jpg
575326008,10/19/2014 05:02:09,1435341607,10/19/2014 05:01:02,false,fusioncash,0.2835,22134305,USA,PA,York,50.149.9.75,50,Normal,percent11,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_202034.jpg
575326008,10/19/2014 05:17:06,1435349663,10/19/2014 05:16:25,false,instagc,0.6603,21662777,USA,NM,Farmington,68.35.120.152,25,Normal,percent11,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_202034.jpg
575326008,10/19/2014 05:24:55,1435354622,10/19/2014 05:23:45,false,instagc,0.5727,19378092,USA,PA,Lancaster,73.175.60.41,20,Normal,percent11,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_202034.jpg
575326008,10/19/2014 05:44:58,1435364797,10/19/2014 05:26:24,false,meprizescf,0.5421,20411346,USA,GA,Fitzgerald,71.28.47.46,25,Easy,percent11,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_202034.jpg
575326009,10/19/2014 04:00:22,1435306417,10/19/2014 03:59:32,false,clixsense,0.4544,28655815,USA,VA,Manassas,207.244.77.16,25,Easy,percent12,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_percent/20141017_202106.jpg
